Corner,cap_scs,mos_scs,res_scs,vdd,vss,AC_Gain_abs,AC_Gain_at_DC,BW_3dB,PM,Z_in,Z_out,DC_Bias_Output,In_Ref_noise,PSRR_P_1MHz,PSRR_N_1MHz,Vout_Mid_Point,Max_Vout_Sin,Min_Vout_Sin,SlewRate_Pos,SlewRate_Neg,HD2,HD3,Vout_Swing
Proc_Vol_min_102,ws,wo,tm,2.5,-2.25,5.871,15.37,135900000,74.92,3331000,1315,0.05094,5.814e-08,2.233e-07,2.567e-07,0.03695,0.6161,-0.5422,315800000,-311300000,-53.58,-66.37,1.158
Proc_Vol_min_103,ws,wo,tm,2.25,-2.25,4.202,12.47,118300000,87.24,3328000,1519,-0.1295,7.308e-08,2.303e-07,2.619e-07,-0.1333,0.2862,-0.5528,204600000,-202000000,-64.89,-88.13,0.839
Proc_Vol_min_104,ws,wo,tm,2.75,-2.25,7.671,17.7,151400000,64.31,3333000,1168,0.2263,4.966e-08,2.175e-07,2.522e-07,0.1934,0.9328,-0.5461,441100000,-441600000,-46.13,-54.4,1.479
Proc_Vol_min_105,ws,wo,tm,2.5,-2.75,6.824,16.68,135000000,69.78,3378000,1328,-0.3645,5.432e-08,2.306e-07,2.662e-07,-0.3753,0.2949,-1.046,328400000,-322100000,-55.81,-62.15,1.34
Proc_Vol_min_106,ws,wo,tm,2.25,-2.75,5.01,14,118500000,81.21,3366000,1521,-0.5515,6.618e-08,2.396e-07,2.688e-07,-0.5529,-0.05352,-1.052,219200000,-216000000,-73.98,-97.83,0.9987
Proc_Vol_min_107,ws,wo,tm,2.75,-2.75,8.621,18.71,149600000,61.11,3390000,1187,-0.1845,4.784e-08,2.218e-07,2.656e-07,-0.2131,0.6144,-1.041,447600000,-442600000,-47.34,-52.43,1.655
Proc_Vol_min_108,tm,wz,tm,2.5,-2.5,10.08,20.07,135800000,58.42,3397000,1200,0.1712,4.247e-08,2.41e-07,2.474e-07,0.09511,1.046,-0.8562,448200000,-455600000,-38.85,-47.88,1.903
Proc_Vol_min_109,tm,wz,tm,2.25,-2.5,8.968,19.05,118100000,63.75,3394000,1385,-0.02403,4.388e-08,2.499e-07,2.533e-07,-0.06909,0.7868,-0.925,297000000,-301500000,-43.4,-50.82,1.712
Proc_Vol_min_110,tm,wz,tm,2.75,-2.5,10.33,20.28,152600000,54.94,3396000,1063,0.3598,4.291e-08,2.33e-07,2.43e-07,0.2602,1.24,-0.7201,592100000,-579500000,-36.51,-48.55,1.961
Proc_Vol_min_111,tm,wz,tm,2.5,-2.25,9.522,19.57,137400000,59.81,3358000,1182,0.366,4.288e-08,2.353e-07,2.421e-07,0.2845,1.182,-0.6127,441700000,-449400000,-38.25,-48.19,1.794
Proc_Vol_min_112,tm,wz,tm,2.25,-2.25,8.274,18.35,119300000,65.42,3364000,1370,0.1757,4.498e-08,2.432e-07,2.487e-07,0.1269,0.9187,-0.6649,287600000,-291800000,-42.71,-52.03,1.584
Proc_Vol_min_113,tm,wz,tm,2.75,-2.25,9.888,19.9,154900000,56.02,3341000,1045,0.5505,4.304e-08,2.286e-07,2.364e-07,0.4447,1.381,-0.4912,589300000,-577900000,-35.99,-48.56,1.872
Proc_Vol_min_114,tm,wz,tm,2.5,-2.75,10.58,20.49,134700000,57.19,3426000,1214,-0.02796,4.215e-08,2.454e-07,2.534e-07,-0.09932,0.9001,-1.099,453400000,-460600000,-39.41,-47.63,1.999
Proc_Vol_min_115,tm,wz,tm,2.25,-2.75,9.607,19.65,117400000,62.22,3418000,1395,-0.2273,4.3e-08,2.557e-07,2.577e-07,-0.2688,0.6459,-1.183,305800000,-310800000,-44.13,-49.8,1.829
Proc_Vol_min_116,tm,wz,tm,2.75,-2.75,10.72,20.61,151100000,53.99,3432000,1077,0.1633,4.281e-08,2.353e-07,2.512e-07,0.0688,1.088,-0.9503,591700000,-579600000,-36.97,-48.53,2.038
Proc_Vol_min_117,wp,wz,tm,2.5,-2.5,10.08,20.07,135800000,58.42,3397000,1200,0.1712,4.247e-08,2.41e-07,2.474e-07,0.09511,1.046,-0.8562,448200000,-455600000,-38.85,-47.88,1.903
Proc_Vol_min_118,wp,wz,tm,2.25,-2.5,8.968,19.05,118100000,63.75,3394000,1385,-0.02403,4.388e-08,2.499e-07,2.533e-07,-0.06909,0.7868,-0.925,297000000,-301500000,-43.4,-50.82,1.712
Proc_Vol_min_119,wp,wz,tm,2.75,-2.5,10.33,20.28,152600000,54.94,3396000,1063,0.3598,4.291e-08,2.33e-07,2.43e-07,0.2602,1.24,-0.7201,592100000,-579500000,-36.51,-48.55,1.961
Proc_Vol_min_120,wp,wz,tm,2.5,-2.25,9.522,19.57,137400000,59.81,3358000,1182,0.366,4.288e-08,2.353e-07,2.421e-07,0.2845,1.182,-0.6127,441700000,-449400000,-38.25,-48.19,1.794
Proc_Vol_min_121,wp,wz,tm,2.25,-2.25,8.274,18.35,119300000,65.42,3364000,1370,0.1757,4.498e-08,2.432e-07,2.487e-07,0.1269,0.9187,-0.6649,287600000,-291800000,-42.71,-52.03,1.584
Proc_Vol_min_122,wp,wz,tm,2.75,-2.25,9.888,19.9,154900000,56.02,3341000,1045,0.5505,4.304e-08,2.286e-07,2.364e-07,0.4447,1.381,-0.4912,589300000,-577900000,-35.99,-48.56,1.872
Proc_Vol_min_123,wp,wz,tm,2.5,-2.75,10.58,20.49,134700000,57.19,3426000,1214,-0.02796,4.215e-08,2.454e-07,2.534e-07,-0.09932,0.9001,-1.099,453400000,-460600000,-39.41,-47.63,1.999
Proc_Vol_min_124,wp,wz,tm,2.25,-2.75,9.607,19.65,117400000,62.22,3418000,1395,-0.2273,4.3e-08,2.557e-07,2.577e-07,-0.2688,0.6459,-1.183,305800000,-310800000,-44.13,-49.8,1.829
Proc_Vol_min_125,wp,wz,tm,2.75,-2.75,10.72,20.61,151100000,53.99,3432000,1077,0.1633,4.281e-08,2.353e-07,2.512e-07,0.0688,1.088,-0.9503,591700000,-579600000,-36.97,-48.53,2.038
Proc_Vol_min_126,ws,wz,tm,2.5,-2.5,10.08,20.07,135800000,58.42,3397000,1200,0.1712,4.247e-08,2.41e-07,2.474e-07,0.09511,1.046,-0.8562,448200000,-455600000,-38.85,-47.88,1.903
Proc_Vol_min_127,ws,wz,tm,2.25,-2.5,8.968,19.05,118100000,63.75,3394000,1385,-0.02403,4.388e-08,2.499e-07,2.533e-07,-0.06909,0.7868,-0.925,297000000,-301500000,-43.4,-50.82,1.712
Proc_Vol_min_128,ws,wz,tm,2.75,-2.5,10.33,20.28,152600000,54.94,3396000,1063,0.3598,4.291e-08,2.33e-07,2.43e-07,0.2602,1.24,-0.7201,592100000,-579500000,-36.51,-48.55,1.961
Proc_Vol_min_129,ws,wz,tm,2.5,-2.25,9.522,19.57,137400000,59.81,3358000,1182,0.366,4.288e-08,2.353e-07,2.421e-07,0.2845,1.182,-0.6127,441700000,-449400000,-38.25,-48.19,1.794
Proc_Vol_min_130,ws,wz,tm,2.25,-2.25,8.274,18.35,119300000,65.42,3364000,1370,0.1757,4.498e-08,2.432e-07,2.487e-07,0.1269,0.9187,-0.6649,287600000,-291800000,-42.71,-52.03,1.584
Proc_Vol_min_131,ws,wz,tm,2.75,-2.25,9.888,19.9,154900000,56.02,3341000,1045,0.5505,4.304e-08,2.286e-07,2.364e-07,0.4447,1.381,-0.4912,589300000,-577900000,-35.99,-48.56,1.872
Proc_Vol_min_132,ws,wz,tm,2.5,-2.75,10.58,20.49,134700000,57.19,3426000,1214,-0.02796,4.215e-08,2.454e-07,2.534e-07,-0.09932,0.9001,-1.099,453400000,-460600000,-39.41,-47.63,1.999
Proc_Vol_min_133,ws,wz,tm,2.25,-2.75,9.607,19.65,117400000,62.22,3418000,1395,-0.2273,4.3e-08,2.557e-07,2.577e-07,-0.2688,0.6459,-1.183,305800000,-310800000,-44.13,-49.8,1.829
Proc_Vol_min_134,ws,wz,tm,2.75,-2.75,10.72,20.61,151100000,53.99,3432000,1077,0.1633,4.281e-08,2.353e-07,2.512e-07,0.0688,1.088,-0.9503,591700000,-579600000,-36.97,-48.53,2.038
Proc_Vol_min_135,tm,tm,wp,2.5,-2.5,8.548,18.64,135000000,63.3,3380000,1262,0.01368,4.636e-08,2.346e-07,2.545e-07,-0.02456,0.7949,-0.844,386900000,-389000000,-44.83,-52.15,1.639
Proc_Vol_min_136,tm,tm,wp,2.25,-2.5,6.722,16.55,118000000,72.98,3372000,1453,-0.1762,5.245e-08,2.427e-07,2.595e-07,-0.1916,0.4687,-0.852,253800000,-252800000,-52.7,-62.29,1.321
Proc_Vol_min_137,tm,tm,wp,2.75,-2.5,9.714,19.75,150800000,57.04,3385000,1122,0.1975,4.42e-08,2.274e-07,2.506e-07,0.1328,1.054,-0.7885,526600000,-525400000,-40.25,-49.06,1.842
Proc_Vol_min_138,tm,tm,wp,2.5,-2.25,7.962,18.02,136100000,65,3348000,1249,0.2143,4.741e-08,2.295e-07,2.497e-07,0.1732,0.9383,-0.5918,379100000,-381900000,-44.21,-53.27,1.53
Proc_Vol_min_139,tm,tm,wp,2.25,-2.25,6.139,15.76,118500000,75.6,3346000,1444,0.02886,5.464e-08,2.368e-07,2.557e-07,0.01138,0.616,-0.5932,245300000,-243900000,-51.65,-64.53,1.209
Proc_Vol_min_140,tm,tm,wp,2.75,-2.25,9.234,19.31,152300000,58.41,3344000,1107,0.3944,4.46e-08,2.235e-07,2.446e-07,0.3257,1.201,-0.5493,522900000,-523500000,-39.73,-49.36,1.75
Proc_Vol_min_141,tm,tm,wp,2.5,-2.75,9.087,19.17,134300000,61.75,3405000,1272,-0.1909,4.551e-08,2.383e-07,2.6e-07,-0.2265,0.6426,-1.096,392300000,-393300000,-45.45,-51.19,1.738
Proc_Vol_min_142,tm,tm,wp,2.25,-2.75,7.286,17.25,117700000,70.44,3393000,1459,-0.3843,5.062e-08,2.477e-07,2.636e-07,-0.3977,0.3161,-1.111,261500000,-260900000,-53.94,-60.18,1.428
Proc_Vol_min_143,tm,tm,wp,2.75,-2.75,10.14,20.12,149700000,55.83,3414000,1133,-0.004889,4.389e-08,2.291e-07,2.586e-07,-0.06611,0.8961,-1.028,527600000,-525900000,-40.74,-48.8,1.924
Proc_Vol_min_144,wp,tm,wp,2.5,-2.5,8.548,18.64,135000000,63.3,3380000,1262,0.01368,4.636e-08,2.346e-07,2.545e-07,-0.02456,0.7949,-0.844,386900000,-389000000,-44.83,-52.15,1.639
Proc_Vol_min_145,wp,tm,wp,2.25,-2.5,6.722,16.55,118000000,72.98,3372000,1453,-0.1762,5.245e-08,2.427e-07,2.595e-07,-0.1916,0.4687,-0.852,253800000,-252800000,-52.7,-62.29,1.321
Proc_Vol_min_146,wp,tm,wp,2.75,-2.5,9.714,19.75,150800000,57.04,3385000,1122,0.1975,4.42e-08,2.274e-07,2.506e-07,0.1328,1.054,-0.7885,526600000,-525400000,-40.25,-49.06,1.842
Proc_Vol_min_147,wp,tm,wp,2.5,-2.25,7.962,18.02,136100000,65,3348000,1249,0.2143,4.741e-08,2.295e-07,2.497e-07,0.1732,0.9383,-0.5918,379100000,-381900000,-44.21,-53.27,1.53
Proc_Vol_min_148,wp,tm,wp,2.25,-2.25,6.139,15.76,118500000,75.6,3346000,1444,0.02886,5.464e-08,2.368e-07,2.557e-07,0.01138,0.616,-0.5932,245300000,-243900000,-51.65,-64.53,1.209
Proc_Vol_min_149,wp,tm,wp,2.75,-2.25,9.234,19.31,152300000,58.41,3344000,1107,0.3944,4.46e-08,2.235e-07,2.446e-07,0.3257,1.201,-0.5493,522900000,-523500000,-39.73,-49.36,1.75
Proc_Vol_min_150,wp,tm,wp,2.5,-2.75,9.087,19.17,134300000,61.75,3405000,1272,-0.1909,4.551e-08,2.383e-07,2.6e-07,-0.2265,0.6426,-1.096,392300000,-393300000,-45.45,-51.19,1.738
Proc_Vol_min_151,wp,tm,wp,2.25,-2.75,7.286,17.25,117700000,70.44,3393000,1459,-0.3843,5.062e-08,2.477e-07,2.636e-07,-0.3977,0.3161,-1.111,261500000,-260900000,-53.94,-60.18,1.428
Proc_Vol_min_152,wp,tm,wp,2.75,-2.75,10.14,20.12,149700000,55.83,3414000,1133,-0.004889,4.389e-08,2.291e-07,2.586e-07,-0.06611,0.8961,-1.028,527600000,-525900000,-40.74,-48.8,1.924
Proc_Vol_min_153,ws,tm,wp,2.5,-2.5,8.548,18.64,135000000,63.3,3380000,1262,0.01368,4.636e-08,2.346e-07,2.545e-07,-0.02456,0.7949,-0.844,386900000,-389000000,-44.83,-52.15,1.639
Proc_Vol_min_154,ws,tm,wp,2.25,-2.5,6.722,16.55,118000000,72.98,3372000,1453,-0.1762,5.245e-08,2.427e-07,2.595e-07,-0.1916,0.4687,-0.852,253800000,-252800000,-52.7,-62.29,1.321
Proc_Vol_min_155,ws,tm,wp,2.75,-2.5,9.714,19.75,150800000,57.04,3385000,1122,0.1975,4.42e-08,2.274e-07,2.506e-07,0.1328,1.054,-0.7885,526600000,-525400000,-40.25,-49.06,1.842
Proc_Vol_min_156,ws,tm,wp,2.5,-2.25,7.962,18.02,136100000,65,3348000,1249,0.2143,4.741e-08,2.295e-07,2.497e-07,0.1732,0.9383,-0.5918,379100000,-381900000,-44.21,-53.27,1.53
Proc_Vol_min_157,ws,tm,wp,2.25,-2.25,6.139,15.76,118500000,75.6,3346000,1444,0.02886,5.464e-08,2.368e-07,2.557e-07,0.01138,0.616,-0.5932,245300000,-243900000,-51.65,-64.53,1.209
Proc_Vol_min_158,ws,tm,wp,2.75,-2.25,9.234,19.31,152300000,58.41,3344000,1107,0.3944,4.46e-08,2.235e-07,2.446e-07,0.3257,1.201,-0.5493,522900000,-523500000,-39.73,-49.36,1.75
Proc_Vol_min_159,ws,tm,wp,2.5,-2.75,9.087,19.17,134300000,61.75,3405000,1272,-0.1909,4.551e-08,2.383e-07,2.6e-07,-0.2265,0.6426,-1.096,392300000,-393300000,-45.45,-51.19,1.738
Proc_Vol_min_160,ws,tm,wp,2.25,-2.75,7.286,17.25,117700000,70.44,3393000,1459,-0.3843,5.062e-08,2.477e-07,2.636e-07,-0.3977,0.3161,-1.111,261500000,-260900000,-53.94,-60.18,1.428
Proc_Vol_min_161,ws,tm,wp,2.75,-2.75,10.14,20.12,149700000,55.83,3414000,1133,-0.004889,4.389e-08,2.291e-07,2.586e-07,-0.06611,0.8961,-1.028,527600000,-525900000,-40.74,-48.8,1.924
Proc_Vol_min_162,tm,wp,wp,2.5,-2.5,7.724,17.76,157200000,65.99,3468000,1181,0.04618,4.896e-08,2.454e-07,2.517e-07,0.009735,0.7579,-0.7384,388500000,-386200000,-45.25,-55.55,1.496
Proc_Vol_min_163,tm,wp,wp,2.25,-2.5,5.911,15.43,137600000,76.2,3465000,1355,-0.1529,5.759e-08,2.552e-07,2.567e-07,-0.1674,0.4169,-0.7517,266500000,-259400000,-53.27,-67.98,1.169
Proc_Vol_min_164,tm,wp,wp,2.75,-2.5,9.154,19.23,177600000,57.35,3469000,1052,0.2378,4.494e-08,2.362e-07,2.483e-07,0.1726,1.044,-0.6993,515500000,-522800000,-40.19,-50.33,1.744
Proc_Vol_min_165,tm,wp,wp,2.5,-2.25,7.139,17.07,159200000,68.09,3434000,1166,0.2442,5.041e-08,2.403e-07,2.461e-07,0.2062,0.8996,-0.4873,381500000,-380700000,-44.88,-57.06,1.387
Proc_Vol_min_166,tm,wp,wp,2.25,-2.25,5.382,14.62,138600000,79.02,3437000,1343,0.04961,6.031e-08,2.49e-07,2.523e-07,0.03386,0.5666,-0.4989,258400000,-251200000,-52.54,-70.36,1.066
Proc_Vol_min_167,tm,wp,wp,2.75,-2.25,8.634,18.72,180000000,59.03,3426000,1035,0.4324,4.556e-08,2.328e-07,2.409e-07,0.3646,1.187,-0.4581,514000000,-519600000,-39.86,-50.91,1.645
Proc_Vol_min_168,tm,wp,wp,2.5,-2.75,8.272,18.35,155700000,64.04,3495000,1193,-0.1568,4.775e-08,2.485e-07,2.589e-07,-0.1917,0.6073,-0.9907,391900000,-391100000,-45.62,-54.2,1.598
Proc_Vol_min_169,tm,wp,wp,2.25,-2.75,6.428,16.16,137000000,73.46,3487000,1364,-0.3591,5.529e-08,2.601e-07,2.617e-07,-0.3723,0.262,-1.007,273800000,-266200000,-54.1,-65.68,1.269
Proc_Vol_min_170,tm,wp,wp,2.75,-2.75,9.62,19.66,175700000,56.52,3500000,1065,0.03628,4.445e-08,2.365e-07,2.59e-07,-0.02657,0.8892,-0.9424,516800000,-523000000,-40.51,-49.83,1.832
Proc_Vol_min_171,wp,wp,wp,2.5,-2.5,7.724,17.76,157200000,65.99,3468000,1181,0.04618,4.896e-08,2.454e-07,2.517e-07,0.009735,0.7579,-0.7384,388500000,-386200000,-45.25,-55.55,1.496
Proc_Vol_min_172,wp,wp,wp,2.25,-2.5,5.911,15.43,137600000,76.2,3465000,1355,-0.1529,5.759e-08,2.552e-07,2.567e-07,-0.1674,0.4169,-0.7517,266500000,-259400000,-53.27,-67.98,1.169
Proc_Vol_min_173,wp,wp,wp,2.75,-2.5,9.154,19.23,177600000,57.35,3469000,1052,0.2378,4.494e-08,2.362e-07,2.483e-07,0.1726,1.044,-0.6993,515500000,-522800000,-40.19,-50.33,1.744
Proc_Vol_min_174,wp,wp,wp,2.5,-2.25,7.139,17.07,159200000,68.09,3434000,1166,0.2442,5.041e-08,2.403e-07,2.461e-07,0.2062,0.8996,-0.4873,381500000,-380700000,-44.88,-57.06,1.387
Proc_Vol_min_175,wp,wp,wp,2.25,-2.25,5.382,14.62,138600000,79.02,3437000,1343,0.04961,6.031e-08,2.49e-07,2.523e-07,0.03386,0.5666,-0.4989,258400000,-251200000,-52.54,-70.36,1.066
Proc_Vol_min_176,wp,wp,wp,2.75,-2.25,8.634,18.72,180000000,59.03,3426000,1035,0.4324,4.556e-08,2.328e-07,2.409e-07,0.3646,1.187,-0.4581,514000000,-519600000,-39.86,-50.91,1.645
Proc_Vol_min_177,wp,wp,wp,2.5,-2.75,8.272,18.35,155700000,64.04,3495000,1193,-0.1568,4.775e-08,2.485e-07,2.589e-07,-0.1917,0.6073,-0.9907,391900000,-391100000,-45.62,-54.2,1.598
Proc_Vol_min_178,wp,wp,wp,2.25,-2.75,6.428,16.16,137000000,73.46,3487000,1364,-0.3591,5.529e-08,2.601e-07,2.617e-07,-0.3723,0.262,-1.007,273800000,-266200000,-54.1,-65.68,1.269
Proc_Vol_min_179,wp,wp,wp,2.75,-2.75,9.62,19.66,175700000,56.52,3500000,1065,0.03628,4.445e-08,2.365e-07,2.59e-07,-0.02657,0.8892,-0.9424,516800000,-523000000,-40.51,-49.83,1.832
Proc_Vol_min_180,ws,wp,wp,2.5,-2.5,7.724,17.76,157200000,65.99,3468000,1181,0.04618,4.896e-08,2.454e-07,2.517e-07,0.009735,0.7579,-0.7384,388500000,-386200000,-45.25,-55.55,1.496
Proc_Vol_min_181,ws,wp,wp,2.25,-2.5,5.911,15.43,137600000,76.2,3465000,1355,-0.1529,5.759e-08,2.552e-07,2.567e-07,-0.1674,0.4169,-0.7517,266500000,-259400000,-53.27,-67.98,1.169
Proc_Vol_min_182,ws,wp,wp,2.75,-2.5,9.154,19.23,177600000,57.35,3469000,1052,0.2378,4.494e-08,2.362e-07,2.483e-07,0.1726,1.044,-0.6993,515500000,-522800000,-40.19,-50.33,1.744
Proc_Vol_min_183,ws,wp,wp,2.5,-2.25,7.139,17.07,159200000,68.09,3434000,1166,0.2442,5.041e-08,2.403e-07,2.461e-07,0.2062,0.8996,-0.4873,381500000,-380700000,-44.88,-57.06,1.387
Proc_Vol_min_184,ws,wp,wp,2.25,-2.25,5.382,14.62,138600000,79.02,3437000,1343,0.04961,6.031e-08,2.49e-07,2.523e-07,0.03386,0.5666,-0.4989,258400000,-251200000,-52.54,-70.36,1.066
Proc_Vol_min_185,ws,wp,wp,2.75,-2.25,8.634,18.72,180000000,59.03,3426000,1035,0.4324,4.556e-08,2.328e-07,2.409e-07,0.3646,1.187,-0.4581,514000000,-519600000,-39.86,-50.91,1.645
Proc_Vol_min_186,ws,wp,wp,2.5,-2.75,8.272,18.35,155700000,64.04,3495000,1193,-0.1568,4.775e-08,2.485e-07,2.589e-07,-0.1917,0.6073,-0.9907,391900000,-391100000,-45.62,-54.2,1.598
Proc_Vol_min_187,ws,wp,wp,2.25,-2.75,6.428,16.16,137000000,73.46,3487000,1364,-0.3591,5.529e-08,2.601e-07,2.617e-07,-0.3723,0.262,-1.007,273800000,-266200000,-54.1,-65.68,1.269
Proc_Vol_min_188,ws,wp,wp,2.75,-2.75,9.62,19.66,175700000,56.52,3500000,1065,0.03628,4.445e-08,2.365e-07,2.59e-07,-0.02657,0.8892,-0.9424,516800000,-523000000,-40.51,-49.83,1.832
Proc_Vol_min_189,tm,ws,wp,2.5,-2.5,9.398,19.46,116000000,60.09,3286000,1357,-0.0223,4.432e-08,2.242e-07,2.575e-07,-0.06076,0.8308,-0.9523,368700000,-379000000,-44.78,-49.41,1.783
Proc_Vol_min_190,tm,ws,wp,2.25,-2.5,7.695,17.72,99310000,69.21,3277000,1569,-0.2034,4.792e-08,2.311e-07,2.624e-07,-0.219,0.5289,-0.9669,231700000,-236800000,-52.6,-56.58,1.496
Proc_Vol_min_191,tm,ws,wp,2.75,-2.5,10.24,20.2,130600000,56.21,3294000,1203,0.1537,4.371e-08,2.183e-07,2.534e-07,0.09144,1.06,-0.8769,512100000,-518800000,-40.59,-48.14,1.937
Proc_Vol_min_192,tm,ws,wp,2.5,-2.25,8.839,18.93,116600000,61.34,3257000,1347,0.181,4.499e-08,2.192e-07,2.535e-07,0.1382,0.9775,-0.7012,361500000,-371700000,-43.85,-50.09,1.679
Proc_Vol_min_193,tm,ws,wp,2.25,-2.25,7.068,16.99,99480000,71.58,3253000,1564,0.004156,4.956e-08,2.255e-07,2.591e-07,-0.01462,0.6747,-0.704,223200000,-228000000,-51.02,-58.5,1.379
Proc_Vol_min_194,tm,ws,wp,2.75,-2.25,9.805,19.83,131500000,57.16,3256000,1191,0.3534,4.392e-08,2.142e-07,2.485e-07,0.2856,1.211,-0.6399,508000000,-515800000,-39.86,-48.21,1.851
Proc_Vol_min_195,tm,ws,wp,2.5,-2.75,9.9,19.91,115600000,58.98,3309000,1363,-0.2289,4.38e-08,2.281e-07,2.619e-07,-0.2634,0.6753,-1.202,375200000,-384400000,-45.72,-48.85,1.877
Proc_Vol_min_196,tm,ws,wp,2.25,-2.75,8.29,18.37,99330000,66.93,3296000,1570,-0.4135,4.659e-08,2.36e-07,2.657e-07,-0.426,0.3769,-1.229,239400000,-245500000,-54.54,-54.88,1.606
Proc_Vol_min_197,tm,ws,wp,2.75,-2.75,10.62,20.52,129900000,55.38,3322000,1212,-0.05026,4.355e-08,2.208e-07,2.596e-07,-0.1079,0.898,-1.114,516000000,-520100000,-41.26,-48.07,2.012
Proc_Vol_min_198,wp,ws,wp,2.5,-2.5,9.398,19.46,116000000,60.09,3286000,1357,-0.0223,4.432e-08,2.242e-07,2.575e-07,-0.06076,0.8308,-0.9523,368700000,-379000000,-44.78,-49.41,1.783
Proc_Vol_min_199,wp,ws,wp,2.25,-2.5,7.695,17.72,99310000,69.21,3277000,1569,-0.2034,4.792e-08,2.311e-07,2.624e-07,-0.219,0.5289,-0.9669,231700000,-236800000,-52.6,-56.58,1.496
Proc_Vol_min_200,wp,ws,wp,2.75,-2.5,10.24,20.2,130600000,56.21,3294000,1203,0.1537,4.371e-08,2.183e-07,2.534e-07,0.09144,1.06,-0.8769,512100000,-518800000,-40.59,-48.14,1.937
Proc_Vol_min_201,wp,ws,wp,2.5,-2.25,8.839,18.93,116600000,61.34,3257000,1347,0.181,4.499e-08,2.192e-07,2.535e-07,0.1382,0.9775,-0.7012,361500000,-371700000,-43.85,-50.09,1.679
Proc_Vol_min_202,wp,ws,wp,2.25,-2.25,7.068,16.99,99480000,71.58,3253000,1564,0.004156,4.956e-08,2.255e-07,2.591e-07,-0.01462,0.6747,-0.704,223200000,-228000000,-51.02,-58.5,1.379
Proc_Vol_min_203,wp,ws,wp,2.75,-2.25,9.805,19.83,131500000,57.16,3256000,1191,0.3534,4.392e-08,2.142e-07,2.485e-07,0.2856,1.211,-0.6399,508000000,-515800000,-39.86,-48.21,1.851
Proc_Vol_min_204,wp,ws,wp,2.5,-2.75,9.9,19.91,115600000,58.98,3309000,1363,-0.2289,4.38e-08,2.281e-07,2.619e-07,-0.2634,0.6753,-1.202,375200000,-384400000,-45.72,-48.85,1.877
Proc_Vol_min_205,wp,ws,wp,2.25,-2.75,8.29,18.37,99330000,66.93,3296000,1570,-0.4135,4.659e-08,2.36e-07,2.657e-07,-0.426,0.3769,-1.229,239400000,-245500000,-54.54,-54.88,1.606
Proc_Vol_min_206,wp,ws,wp,2.75,-2.75,10.62,20.52,129900000,55.38,3322000,1212,-0.05026,4.355e-08,2.208e-07,2.596e-07,-0.1079,0.898,-1.114,516000000,-520100000,-41.26,-48.07,2.012
Proc_Vol_min_207,ws,ws,wp,2.5,-2.5,9.398,19.46,116000000,60.09,3286000,1357,-0.0223,4.432e-08,2.242e-07,2.575e-07,-0.06076,0.8308,-0.9523,368700000,-379000000,-44.78,-49.41,1.783
Proc_Vol_min_208,ws,ws,wp,2.25,-2.5,7.695,17.72,99310000,69.21,3277000,1569,-0.2034,4.792e-08,2.311e-07,2.624e-07,-0.219,0.5289,-0.9669,231700000,-236800000,-52.6,-56.58,1.496
Proc_Vol_min_209,ws,ws,wp,2.75,-2.5,10.24,20.2,130600000,56.21,3294000,1203,0.1537,4.371e-08,2.183e-07,2.534e-07,0.09144,1.06,-0.8769,512100000,-518800000,-40.59,-48.14,1.937
Proc_Vol_min_210,ws,ws,wp,2.5,-2.25,8.839,18.93,116600000,61.34,3257000,1347,0.181,4.499e-08,2.192e-07,2.535e-07,0.1382,0.9775,-0.7012,361500000,-371700000,-43.85,-50.09,1.679
Proc_Vol_min_211,ws,ws,wp,2.25,-2.25,7.068,16.99,99480000,71.58,3253000,1564,0.004156,4.956e-08,2.255e-07,2.591e-07,-0.01462,0.6747,-0.704,223200000,-228000000,-51.02,-58.5,1.379
Proc_Vol_min_212,ws,ws,wp,2.75,-2.25,9.805,19.83,131500000,57.16,3256000,1191,0.3534,4.392e-08,2.142e-07,2.485e-07,0.2856,1.211,-0.6399,508000000,-515800000,-39.86,-48.21,1.851
Proc_Vol_min_213,ws,ws,wp,2.5,-2.75,9.9,19.91,115600000,58.98,3309000,1363,-0.2289,4.38e-08,2.281e-07,2.619e-07,-0.2634,0.6753,-1.202,375200000,-384400000,-45.72,-48.85,1.877
Proc_Vol_min_214,ws,ws,wp,2.25,-2.75,8.29,18.37,99330000,66.93,3296000,1570,-0.4135,4.659e-08,2.36e-07,2.657e-07,-0.426,0.3769,-1.229,239400000,-245500000,-54.54,-54.88,1.606
Proc_Vol_min_215,ws,ws,wp,2.75,-2.75,10.62,20.52,129900000,55.38,3322000,1212,-0.05026,4.355e-08,2.208e-07,2.596e-07,-0.1079,0.898,-1.114,516000000,-520100000,-41.26,-48.07,2.012
Proc_Vol_min_216,tm,wo,wp,2.5,-2.5,6.358,16.07,135300000,72.29,3357000,1323,-0.1549,5.607e-08,2.277e-07,2.608e-07,-0.1674,0.4586,-0.7933,322600000,-317800000,-54.62,-64.18,1.252
Proc_Vol_min_217,tm,wo,wp,2.25,-2.5,4.609,13.27,118300000,84.21,3349000,1521,-0.3392,6.936e-08,2.355e-07,2.651e-07,-0.3418,0.118,-0.8015,212200000,-209300000,-68.18,-94.54,0.9195
Proc_Vol_min_218,tm,wo,wp,2.75,-2.5,8.168,18.24,150400000,62.63,3365000,1179,0.02351,4.866e-08,2.209e-07,2.577e-07,-0.007241,0.7784,-0.7928,445600000,-442300000,-46.72,-53.34,1.571
