Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_min_234,wp,wo,ws,16.29,14150000,63.64,3371000,1.126,6.522,-0.168,5.618e-08,0.000115,0.0001304,-48.46,-60.53,0.02498,0.1249,0.008875,-0.01611,5869000,-6259000,2.5,-2.5
PV_min_235,wp,wo,ws,13.47,12600000,72.97,3363000,1.321,4.716,-0.3506,6.978e-08,0.0001587,0.0001831,-57.78,-75.75,0.01835,0.09175,0.002105,-0.01625,3552000,-3841000,2.25,-2.5
PV_min_236,wp,wo,ws,18.46,15590000,55.23,3379000,0.9757,8.379,0.009135,4.862e-08,8.952e-05,0.0001002,-41.44,-49.17,0.03135,0.1568,0.01523,-0.01612,8921000,-10530000,2.75,-2.5
PV_min_237,wp,wo,ws,15.56,13130000,67.92,3344000,1.303,6.001,0.03771,5.833e-08,0.0001221,0.0001413,-47.58,-63.03,0.02311,0.1156,0.01202,-0.01109,5855000,-6596000,2.5,-2.25
PV_min_238,wp,wo,ws,12.61,11460000,77.27,3341000,1.554,4.269,-0.1412,7.365e-08,0.0001706,0.0002008,-56.22,-74.16,0.01674,0.08369,0.005464,-0.01127,3425000,-3807000,2.25,-2.25
PV_min_239,wp,wo,ws,17.9,14570000,59.54,3346000,1.114,7.857,0.2117,4.966e-08,9.342e-05,0.0001068,-40.86,-50.31,0.02951,0.1475,0.01832,-0.01119,9097000,-10770000,2.75,-2.25
PV_min_240,wp,wo,ws,16.92,15140000,60.43,3392000,0.9859,7.012,-0.3774,5.439e-08,0.0001086,0.0001215,-49.45,-58.28,0.02675,0.1338,0.005603,-0.02115,5790000,-5797000,2.5,-2.75
PV_min_241,wp,wo,ws,14.23,13630000,69.77,3380000,1.141,5.148,-0.5629,6.65e-08,0.0001479,0.0001684,-59.59,-78.06,0.01994,0.09968,-0.001322,-0.02126,3636000,-3825000,2.25,-2.75
PV_min_242,wp,wo,ws,18.94,16890000,51.98,3404000,0.8646,8.85,-0.1988,4.777e-08,8.594e-05,9.496e-05,-42.04,-48.19,0.03303,0.1652,0.01195,-0.02108,8537000,-9903000,2.75,-2.75
PV_min_243,wp,wz,tm,20.25,18600000,43.1,3411000,0.7407,10.3,0.1571,4.232e-08,7.656e-05,7.792e-05,-34.01,-43.63,0.03797,0.1898,0.02058,-0.01738,8511000,-10830000,2.5,-2.5
PV_min_244,wp,wz,tm,19.24,16580000,46.13,3408000,0.8507,9.165,-0.03686,4.379e-08,8.61e-05,8.972e-05,-38.28,-46.65,0.03416,0.1708,0.01542,-0.01874,5000000,-6201000,2.25,-2.5
PV_min_245,wp,wz,tm,20.49,20320000,41,3410000,0.6544,10.58,0.3445,4.274e-08,7.473e-05,7.469e-05,-31.81,-44.3,0.03912,0.1956,0.02444,-0.01468,12350000,-15860000,2.75,-2.5
PV_min_246,wp,wz,tm,19.75,17100000,46.82,3372000,0.8436,9.718,0.3518,4.276e-08,7.917e-05,8.254e-05,-33.42,-44,0.0358,0.179,0.02329,-0.01251,8539000,-11050000,2.5,-2.25
PV_min_247,wp,wz,tm,18.53,15150000,51.08,3378000,0.9834,8.443,0.1627,4.494e-08,9.111e-05,9.726e-05,-37.62,-47.95,0.0316,0.158,0.01806,-0.01354,4839000,-6088000,2.25,-2.25
PV_min_248,wp,wz,tm,20.07,18980000,45.09,3355000,0.7361,10.08,0.5352,4.289e-08,7.624e-05,7.806e-05,-31.28,-44.35,0.03734,0.1867,0.02724,-0.0101,12630000,-15510000,2.75,-2.25
PV_min_249,wp,wz,tm,20.71,19930000,39.26,3440000,0.6582,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8358000,-10280000,2.5,-2.75
PV_min_250,wp,wz,tm,19.84,18100000,43.07,3432000,0.7465,9.823,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5107000,-6230000,2.25,-2.75
PV_min_251,wp,wz,tm,20.83,21560000,38.27,3446000,0.5878,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11760000,-15900000,2.75,-2.75
PV_min_252,wp,wz,wp,20.25,18600000,43.1,3411000,0.7407,10.3,0.1571,4.232e-08,7.656e-05,7.792e-05,-34.01,-43.63,0.03797,0.1898,0.02058,-0.01738,8511000,-10830000,2.5,-2.5
PV_min_253,wp,wz,wp,19.24,16580000,46.13,3408000,0.8507,9.165,-0.03686,4.379e-08,8.61e-05,8.972e-05,-38.28,-46.65,0.03416,0.1708,0.01542,-0.01874,5000000,-6201000,2.25,-2.5
PV_min_254,wp,wz,wp,20.49,20320000,41,3410000,0.6544,10.58,0.3445,4.274e-08,7.473e-05,7.469e-05,-31.81,-44.3,0.03912,0.1956,0.02444,-0.01468,12350000,-15860000,2.75,-2.5
PV_min_255,wp,wz,wp,19.75,17100000,46.82,3372000,0.8436,9.718,0.3518,4.276e-08,7.917e-05,8.254e-05,-33.42,-44,0.0358,0.179,0.02329,-0.01251,8539000,-11050000,2.5,-2.25
PV_min_256,wp,wz,wp,18.53,15150000,51.08,3378000,0.9834,8.443,0.1627,4.494e-08,9.111e-05,9.726e-05,-37.62,-47.95,0.0316,0.158,0.01806,-0.01354,4839000,-6088000,2.25,-2.25
PV_min_257,wp,wz,wp,20.07,18980000,45.09,3355000,0.7361,10.08,0.5352,4.289e-08,7.624e-05,7.806e-05,-31.28,-44.35,0.03734,0.1867,0.02724,-0.0101,12630000,-15510000,2.75,-2.25
PV_min_258,wp,wz,wp,20.71,19930000,39.26,3440000,0.6582,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8358000,-10280000,2.5,-2.75
PV_min_259,wp,wz,wp,19.84,18100000,43.07,3432000,0.7465,9.823,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5107000,-6230000,2.25,-2.75
PV_min_260,wp,wz,wp,20.83,21560000,38.27,3446000,0.5878,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11760000,-15900000,2.75,-2.75
PV_min_261,wp,wz,ws,20.25,18600000,43.1,3411000,0.7407,10.3,0.1571,4.232e-08,7.656e-05,7.792e-05,-34.01,-43.63,0.03797,0.1898,0.02058,-0.01738,8511000,-10830000,2.5,-2.5
PV_min_262,wp,wz,ws,19.24,16580000,46.13,3408000,0.8507,9.165,-0.03686,4.379e-08,8.61e-05,8.972e-05,-38.28,-46.65,0.03416,0.1708,0.01542,-0.01874,5000000,-6201000,2.25,-2.5
PV_min_263,wp,wz,ws,20.49,20320000,41,3410000,0.6544,10.58,0.3445,4.274e-08,7.473e-05,7.469e-05,-31.81,-44.3,0.03912,0.1956,0.02444,-0.01468,12350000,-15860000,2.75,-2.5
PV_min_264,wp,wz,ws,19.75,17100000,46.82,3372000,0.8436,9.718,0.3518,4.276e-08,7.917e-05,8.254e-05,-33.42,-44,0.0358,0.179,0.02329,-0.01251,8539000,-11050000,2.5,-2.25
PV_min_265,wp,wz,ws,18.53,15150000,51.08,3378000,0.9834,8.443,0.1627,4.494e-08,9.111e-05,9.726e-05,-37.62,-47.95,0.0316,0.158,0.01806,-0.01354,4839000,-6088000,2.25,-2.25
PV_min_266,wp,wz,ws,20.07,18980000,45.09,3355000,0.7361,10.08,0.5352,4.289e-08,7.624e-05,7.806e-05,-31.28,-44.35,0.03734,0.1867,0.02724,-0.0101,12630000,-15510000,2.75,-2.25
PV_min_267,wp,wz,ws,20.71,19930000,39.26,3440000,0.6582,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8358000,-10280000,2.5,-2.75
PV_min_268,wp,wz,ws,19.84,18100000,43.07,3432000,0.7465,9.823,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5107000,-6230000,2.25,-2.75
PV_min_269,wp,wz,ws,20.83,21560000,38.27,3446000,0.5878,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11760000,-15900000,2.75,-2.75
PV_min_270,ws,tm,tm,18.84,16330000,50.11,3394000,0.8952,8.754,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7214000,-8551000,2.5,-2.5
PV_min_271,ws,tm,tm,16.76,14600000,58.81,3386000,1.041,6.886,-0.1881,5.25e-08,0.0001121,0.0001228,-46.75,-58.58,0.02636,0.1318,0.009097,-0.01726,4263000,-4918000,2.25,-2.5
PV_min_272,ws,tm,tm,19.95,18290000,46.54,3399000,0.7823,9.941,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10900000,-13660000,2.75,-2.5
PV_min_273,ws,tm,tm,18.22,15050000,55.07,3362000,1.03,8.143,0.2008,4.736e-08,9.251e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8869000,2.5,-2.25
PV_min_274,ws,tm,tm,15.94,13480000,63.1,3360000,1.217,6.269,0.0167,5.476e-08,0.00012,0.0001344,-45.84,-61.1,0.02413,0.1206,0.01204,-0.01209,4121000,-4865000,2.25,-2.25
PV_min_275,ws,tm,tm,19.5,16860000,49.89,3358000,0.8877,9.442,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.85,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13510000,2.75,-2.25
PV_min_276,ws,tm,tm,19.38,17780000,47.3,3419000,0.7886,9.309,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7104000,-8001000,2.5,-2.75
PV_min_277,ws,tm,tm,17.47,15690000,54.75,3407000,0.9044,7.474,-0.3961,5.061e-08,0.0001051,0.0001133,-47.79,-56.28,0.0285,0.1425,0.006045,-0.02245,4363000,-4913000,2.25,-2.75
PV_min_278,ws,tm,tm,20.36,19560000,43.07,3428000,0.6973,10.42,-0.01949,4.373e-08,7.548e-05,7.849e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10450000,-13480000,2.75,-2.75
PV_min_279,ws,tm,wp,18.84,16330000,50.11,3394000,0.8952,8.754,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7214000,-8551000,2.5,-2.5
PV_min_280,ws,tm,wp,16.76,14600000,58.81,3386000,1.041,6.886,-0.1881,5.25e-08,0.0001121,0.0001228,-46.75,-58.58,0.02636,0.1318,0.009097,-0.01726,4263000,-4918000,2.25,-2.5
PV_min_281,ws,tm,wp,19.95,18290000,46.54,3399000,0.7823,9.941,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10900000,-13660000,2.75,-2.5
PV_min_282,ws,tm,wp,18.22,15050000,55.07,3362000,1.03,8.143,0.2008,4.736e-08,9.251e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8869000,2.5,-2.25
PV_min_283,ws,tm,wp,15.94,13480000,63.1,3360000,1.217,6.269,0.0167,5.476e-08,0.00012,0.0001344,-45.84,-61.1,0.02413,0.1206,0.01204,-0.01209,4121000,-4865000,2.25,-2.25
PV_min_284,ws,tm,wp,19.5,16860000,49.89,3358000,0.8877,9.442,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.85,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13510000,2.75,-2.25
PV_min_285,ws,tm,wp,19.38,17780000,47.3,3419000,0.7886,9.309,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7104000,-8001000,2.5,-2.75
PV_min_286,ws,tm,wp,17.47,15690000,54.75,3407000,0.9044,7.474,-0.3961,5.061e-08,0.0001051,0.0001133,-47.79,-56.28,0.0285,0.1425,0.006045,-0.02245,4363000,-4913000,2.25,-2.75
PV_min_287,ws,tm,wp,20.36,19560000,43.07,3428000,0.6973,10.42,-0.01949,4.373e-08,7.548e-05,7.849e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10450000,-13480000,2.75,-2.75
PV_min_288,ws,tm,ws,18.84,16330000,50.11,3394000,0.8952,8.754,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7214000,-8551000,2.5,-2.5
PV_min_289,ws,tm,ws,16.76,14600000,58.81,3386000,1.041,6.886,-0.1881,5.25e-08,0.0001121,0.0001228,-46.75,-58.58,0.02636,0.1318,0.009097,-0.01726,4263000,-4918000,2.25,-2.5
PV_min_290,ws,tm,ws,19.95,18290000,46.54,3399000,0.7823,9.941,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10900000,-13660000,2.75,-2.5
PV_min_291,ws,tm,ws,18.22,15050000,55.07,3362000,1.03,8.143,0.2008,4.736e-08,9.251e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8869000,2.5,-2.25
PV_min_292,ws,tm,ws,15.94,13480000,63.1,3360000,1.217,6.269,0.0167,5.476e-08,0.00012,0.0001344,-45.84,-61.1,0.02413,0.1206,0.01204,-0.01209,4121000,-4865000,2.25,-2.25
PV_min_293,ws,tm,ws,19.5,16860000,49.89,3358000,0.8877,9.442,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.85,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13510000,2.75,-2.25
PV_min_294,ws,tm,ws,19.38,17780000,47.3,3419000,0.7886,9.309,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7104000,-8001000,2.5,-2.75
PV_min_295,ws,tm,ws,17.47,15690000,54.75,3407000,0.9044,7.474,-0.3961,5.061e-08,0.0001051,0.0001133,-47.79,-56.28,0.0285,0.1425,0.006045,-0.02245,4363000,-4913000,2.25,-2.75
PV_min_296,ws,tm,ws,20.36,19560000,43.07,3428000,0.6973,10.42,-0.01949,4.373e-08,7.548e-05,7.849e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10450000,-13480000,2.75,-2.75
PV_min_297,ws,wp,tm,17.98,20090000,52.61,3482000,0.6983,7.928,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6286000,-5691000,2.5,-2.5
PV_min_298,ws,wp,tm,15.63,18080000,61.42,3479000,0.8027,6.044,-0.1655,5.766e-08,0.0001332,0.0001382,-48.03,-64.16,0.02332,0.1166,0.008053,-0.01527,4070000,-4034000,2.25,-2.5
PV_min_299,ws,wp,tm,19.47,21860000,45.63,3483000,0.6164,9.408,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-46,0.03479,0.174,0.02053,-0.01426,9045000,-11830000,2.75,-2.5
PV_min_300,ws,wp,tm,17.26,18610000,56.19,3449000,0.7947,7.295,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.009999,6497000,-6426000,2.5,-2.25
PV_min_301,ws,wp,tm,14.8,16390000,65.8,3452000,0.9268,5.499,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4011000,-4108000,2.25,-2.25
PV_min_302,ws,wp,tm,18.94,20500000,50.26,3440000,0.6929,8.851,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03282,0.1641,0.02339,-0.009435,9767000,-12540000,2.75,-2.25
PV_min_303,ws,wp,tm,18.6,21430000,48.68,3509000,0.6209,8.512,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,6010000,-4950000,2.5,-2.75
PV_min_304,ws,wp,tm,16.4,19550000,56.32,3502000,0.705,6.605,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4090000,-3930000,2.25,-2.75
PV_min_305,ws,wp,tm,19.91,23170000,42.62,3515000,0.554,9.9,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03655,0.1828,0.01743,-0.01912,8231000,-10430000,2.75,-2.75
PV_min_306,ws,wp,wp,17.98,20090000,52.61,3482000,0.6983,7.928,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6286000,-5691000,2.5,-2.5
PV_min_307,ws,wp,wp,15.63,18080000,61.42,3479000,0.8027,6.044,-0.1655,5.766e-08,0.0001332,0.0001382,-48.03,-64.16,0.02332,0.1166,0.008053,-0.01527,4070000,-4034000,2.25,-2.5
PV_min_308,ws,wp,wp,19.47,21860000,45.63,3483000,0.6164,9.408,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-46,0.03479,0.174,0.02053,-0.01426,9045000,-11830000,2.75,-2.5
PV_min_309,ws,wp,wp,17.26,18610000,56.19,3449000,0.7947,7.295,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.009999,6497000,-6426000,2.5,-2.25
PV_min_310,ws,wp,wp,14.8,16390000,65.8,3452000,0.9268,5.499,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4011000,-4108000,2.25,-2.25
PV_min_311,ws,wp,wp,18.94,20500000,50.26,3440000,0.6929,8.851,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03282,0.1641,0.02339,-0.009435,9767000,-12540000,2.75,-2.25
PV_min_312,ws,wp,wp,18.6,21430000,48.68,3509000,0.6209,8.512,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,6010000,-4950000,2.5,-2.75
PV_min_313,ws,wp,wp,16.4,19550000,56.32,3502000,0.705,6.605,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4090000,-3930000,2.25,-2.75
PV_min_314,ws,wp,wp,19.91,23170000,42.62,3515000,0.554,9.9,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03655,0.1828,0.01743,-0.01912,8231000,-10430000,2.75,-2.75
PV_min_315,ws,wp,ws,17.98,20090000,52.61,3482000,0.6983,7.928,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6286000,-5691000,2.5,-2.5
PV_min_316,ws,wp,ws,15.63,18080000,61.42,3479000,0.8027,6.044,-0.1655,5.766e-08,0.0001332,0.0001382,-48.03,-64.16,0.02332,0.1166,0.008053,-0.01527,4070000,-4034000,2.25,-2.5
PV_min_317,ws,wp,ws,19.47,21860000,45.63,3483000,0.6164,9.408,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-46,0.03479,0.174,0.02053,-0.01426,9045000,-11830000,2.75,-2.5
PV_min_318,ws,wp,ws,17.26,18610000,56.19,3449000,0.7947,7.295,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.009999,6497000,-6426000,2.5,-2.25
PV_min_319,ws,wp,ws,14.8,16390000,65.8,3452000,0.9268,5.499,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4011000,-4108000,2.25,-2.25
PV_min_320,ws,wp,ws,18.94,20500000,50.26,3440000,0.6929,8.851,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03282,0.1641,0.02339,-0.009435,9767000,-12540000,2.75,-2.25
PV_min_321,ws,wp,ws,18.6,21430000,48.68,3509000,0.6209,8.512,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,6010000,-4950000,2.5,-2.75
PV_min_322,ws,wp,ws,16.4,19550000,56.32,3502000,0.705,6.605,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4090000,-3930000,2.25,-2.75
PV_min_323,ws,wp,ws,19.91,23170000,42.62,3515000,0.554,9.9,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03655,0.1828,0.01743,-0.01912,8231000,-10430000,2.75,-2.75
PV_min_324,ws,ws,tm,19.66,13220000,50.45,3300000,1.199,9.611,-0.03554,4.425e-08,7.656e-05,8.7e-05,-38.93,-45.44,0.03559,0.178,0.01629,-0.0193,7462000,-9671000,2.5,-2.5
PV_min_325,ws,ws,tm,17.88,11690000,56.34,3290000,1.407,7.834,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.88,-53.05,0.02986,0.1493,0.0103,-0.01956,4167000,-5378000,2.25,-2.5
PV_min_326,ws,ws,tm,20.41,14550000,46.4,3308000,1.039,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13030000,2.75,-2.5
PV_min_327,ws,ws,tm,19.08,12190000,54.26,3270000,1.39,8.992,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.05,-46.25,0.0335,0.1675,0.01922,-0.01428,7161000,-9161000,2.5,-2.25
PV_min_328,ws,ws,tm,17.11,10490000,61.36,3267000,1.659,7.171,-0.007941,4.972e-08,9.954e-05,0.000118,-43.77,-55.28,0.02751,0.1376,0.01321,-0.01431,3937000,-5091000,2.25,-2.25
PV_min_329,ws,ws,tm,20.01,13590000,49.82,3270000,1.188,10.01,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10640000,-11950000,2.75,-2.25
PV_min_330,ws,ws,tm,20.13,14160000,46.39,3323000,1.048,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.83,-44.79,0.03748,0.1874,0.01319,-0.02429,7623000,-9843000,2.5,-2.75
PV_min_331,ws,ws,tm,18.58,12730000,52.75,3309000,1.213,8.49,-0.425,4.661e-08,8.834e-05,0.0001005,-46.15,-51.13,0.03206,0.1603,0.00726,-0.0248,4348000,-5579000,2.25,-2.75
PV_min_332,ws,ws,tm,20.74,15470000,44.23,3336000,0.9194,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11320000,-13640000,2.75,-2.75
PV_min_333,ws,ws,wp,19.66,13220000,50.45,3300000,1.199,9.611,-0.03554,4.425e-08,7.656e-05,8.7e-05,-38.93,-45.44,0.03559,0.178,0.01629,-0.0193,7462000,-9671000,2.5,-2.5
PV_min_334,ws,ws,wp,17.88,11690000,56.34,3290000,1.407,7.834,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.88,-53.05,0.02986,0.1493,0.0103,-0.01956,4167000,-5378000,2.25,-2.5
PV_min_335,ws,ws,wp,20.41,14550000,46.4,3308000,1.039,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13030000,2.75,-2.5
PV_min_336,ws,ws,wp,19.08,12190000,54.26,3270000,1.39,8.992,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.05,-46.25,0.0335,0.1675,0.01922,-0.01428,7161000,-9161000,2.5,-2.25
PV_min_337,ws,ws,wp,17.11,10490000,61.36,3267000,1.659,7.171,-0.007941,4.972e-08,9.954e-05,0.000118,-43.77,-55.28,0.02751,0.1376,0.01321,-0.01431,3937000,-5091000,2.25,-2.25
PV_min_338,ws,ws,wp,20.01,13590000,49.82,3270000,1.188,10.01,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10640000,-11950000,2.75,-2.25
PV_min_339,ws,ws,wp,20.13,14160000,46.39,3323000,1.048,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.83,-44.79,0.03748,0.1874,0.01319,-0.02429,7623000,-9843000,2.5,-2.75
PV_min_340,ws,ws,wp,18.58,12730000,52.75,3309000,1.213,8.49,-0.425,4.661e-08,8.834e-05,0.0001005,-46.15,-51.13,0.03206,0.1603,0.00726,-0.0248,4348000,-5579000,2.25,-2.75
PV_min_341,ws,ws,wp,20.74,15470000,44.23,3336000,0.9194,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11320000,-13640000,2.75,-2.75
PV_min_342,ws,ws,ws,19.66,13220000,50.45,3300000,1.199,9.611,-0.03554,4.425e-08,7.656e-05,8.7e-05,-38.93,-45.44,0.03559,0.178,0.01629,-0.0193,7462000,-9671000,2.5,-2.5
PV_min_343,ws,ws,ws,17.88,11690000,56.34,3290000,1.407,7.834,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.88,-53.05,0.02986,0.1493,0.0103,-0.01956,4167000,-5378000,2.25,-2.5
PV_min_344,ws,ws,ws,20.41,14550000,46.4,3308000,1.039,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13030000,2.75,-2.5
PV_min_345,ws,ws,ws,19.08,12190000,54.26,3270000,1.39,8.992,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.05,-46.25,0.0335,0.1675,0.01922,-0.01428,7161000,-9161000,2.5,-2.25
PV_min_346,ws,ws,ws,17.11,10490000,61.36,3267000,1.659,7.171,-0.007941,4.972e-08,9.954e-05,0.000118,-43.77,-55.28,0.02751,0.1376,0.01321,-0.01431,3937000,-5091000,2.25,-2.25
PV_min_347,ws,ws,ws,20.01,13590000,49.82,3270000,1.188,10.01,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10640000,-11950000,2.75,-2.25
PV_min_348,ws,ws,ws,20.13,14160000,46.39,3323000,1.048,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.83,-44.79,0.03748,0.1874,0.01319,-0.02429,7623000,-9843000,2.5,-2.75
PV_min_349,ws,ws,ws,18.58,12730000,52.75,3309000,1.213,8.49,-0.425,4.661e-08,8.834e-05,0.0001005,-46.15,-51.13,0.03206,0.1603,0.00726,-0.0248,4348000,-5579000,2.25,-2.75
PV_min_350,ws,ws,ws,20.74,15470000,44.23,3336000,0.9194,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11320000,-13640000,2.75,-2.75
PV_min_351,ws,wo,tm,16.28,14110000,63.38,3371000,1.127,6.52,-0.168,5.618e-08,0.000115,0.0001304,-48.45,-60.53,0.02498,0.1249,0.008875,-0.01611,5876000,-6287000,2.5,-2.5
PV_min_352,ws,wo,tm,13.47,12570000,72.73,3363000,1.323,4.714,-0.3506,6.978e-08,0.0001587,0.0001831,-57.76,-75.72,0.01835,0.09175,0.002105,-0.01625,3553000,-3846000,2.25,-2.5
PV_min_353,ws,wo,tm,18.46,15540000,55.04,3379000,0.9769,8.377,0.009135,4.862e-08,8.952e-05,0.0001002,-41.44,-49.17,0.03135,0.1568,0.01523,-0.01612,8941000,-10560000,2.75,-2.5
