Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_min_114,tm,wz,tm,20.71,19900000,39.23,3440000,0.6586,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8363000,-10310000,2.5,-2.75
PV_min_115,tm,wz,tm,19.84,18060000,42.97,3432000,0.747,9.822,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5108000,-6227000,2.25,-2.75
PV_min_116,tm,wz,tm,20.83,21520000,38.15,3446000,0.5882,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11780000,-15930000,2.75,-2.75
PV_min_117,tm,wz,wp,20.25,18570000,43.04,3411000,0.7411,10.3,0.1571,4.232e-08,7.656e-05,7.792e-05,-34.01,-43.64,0.03797,0.1898,0.02058,-0.01738,8513000,-10840000,2.5,-2.5
PV_min_118,tm,wz,wp,19.24,16550000,46,3408000,0.8512,9.164,-0.03686,4.379e-08,8.61e-05,8.972e-05,-38.28,-46.66,0.03416,0.1708,0.01542,-0.01874,4996000,-6201000,2.25,-2.5
PV_min_119,tm,wz,wp,20.49,20280000,40.96,3410000,0.6548,10.58,0.3445,4.274e-08,7.473e-05,7.469e-05,-31.81,-44.3,0.03912,0.1956,0.02444,-0.01468,12350000,-15870000,2.75,-2.5
PV_min_120,tm,wz,wp,19.75,17060000,46.72,3372000,0.8442,9.717,0.3518,4.276e-08,7.917e-05,8.254e-05,-33.41,-44,0.0358,0.179,0.02329,-0.01251,8537000,-11060000,2.5,-2.25
PV_min_121,tm,wz,wp,18.53,15130000,51.01,3378000,0.984,8.442,0.1627,4.494e-08,9.111e-05,9.726e-05,-37.62,-47.95,0.0316,0.158,0.01806,-0.01354,4845000,-6093000,2.25,-2.25
PV_min_122,tm,wz,wp,20.07,18950000,45.03,3355000,0.7365,10.08,0.5352,4.289e-08,7.624e-05,7.806e-05,-31.28,-44.35,0.03734,0.1867,0.02724,-0.0101,12660000,-15510000,2.75,-2.25
PV_min_123,tm,wz,wp,20.71,19900000,39.23,3440000,0.6586,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8363000,-10310000,2.5,-2.75
PV_min_124,tm,wz,wp,19.84,18060000,42.97,3432000,0.747,9.822,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5108000,-6227000,2.25,-2.75
PV_min_125,tm,wz,wp,20.83,21520000,38.15,3446000,0.5882,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11780000,-15930000,2.75,-2.75
PV_min_126,tm,wz,ws,20.25,18570000,43.04,3411000,0.7411,10.3,0.1571,4.232e-08,7.656e-05,7.792e-05,-34.01,-43.64,0.03797,0.1898,0.02058,-0.01738,8513000,-10840000,2.5,-2.5
PV_min_127,tm,wz,ws,19.24,16550000,46,3408000,0.8512,9.164,-0.03686,4.379e-08,8.61e-05,8.972e-05,-38.28,-46.66,0.03416,0.1708,0.01542,-0.01874,4996000,-6201000,2.25,-2.5
PV_min_128,tm,wz,ws,20.49,20280000,40.96,3410000,0.6548,10.58,0.3445,4.274e-08,7.473e-05,7.469e-05,-31.81,-44.3,0.03912,0.1956,0.02444,-0.01468,12350000,-15870000,2.75,-2.5
PV_min_129,tm,wz,ws,19.75,17060000,46.72,3372000,0.8442,9.717,0.3518,4.276e-08,7.917e-05,8.254e-05,-33.41,-44,0.0358,0.179,0.02329,-0.01251,8537000,-11060000,2.5,-2.25
PV_min_130,tm,wz,ws,18.53,15130000,51.01,3378000,0.984,8.442,0.1627,4.494e-08,9.111e-05,9.726e-05,-37.62,-47.95,0.0316,0.158,0.01806,-0.01354,4845000,-6093000,2.25,-2.25
PV_min_131,tm,wz,ws,20.07,18950000,45.03,3355000,0.7365,10.08,0.5352,4.289e-08,7.624e-05,7.806e-05,-31.28,-44.35,0.03734,0.1867,0.02724,-0.0101,12660000,-15510000,2.75,-2.25
PV_min_132,tm,wz,ws,20.71,19900000,39.23,3440000,0.6586,10.85,-0.04206,4.198e-08,7.428e-05,7.424e-05,-34.57,-43.35,0.03989,0.1995,0.01766,-0.02223,8363000,-10310000,2.5,-2.75
PV_min_133,tm,wz,ws,19.84,18060000,42.97,3432000,0.747,9.822,-0.2401,4.288e-08,8.183e-05,8.373e-05,-38.98,-45.58,0.03651,0.1826,0.01261,-0.0239,5108000,-6227000,2.25,-2.75
PV_min_134,tm,wz,ws,20.83,21520000,38.15,3446000,0.5882,11.01,0.148,4.263e-08,7.33e-05,7.194e-05,-32.27,-44.25,0.04068,0.2034,0.02139,-0.01929,11780000,-15930000,2.75,-2.75
PV_min_135,wp,tm,tm,18.85,16390000,50.4,3394000,0.8941,8.756,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7208000,-8525000,2.5,-2.5
PV_min_136,wp,tm,tm,16.76,14640000,59.06,3386000,1.04,6.888,-0.1881,5.25e-08,0.0001121,0.0001228,-46.76,-58.58,0.02636,0.1318,0.009097,-0.01726,4265000,-4907000,2.25,-2.5
PV_min_137,wp,tm,tm,19.95,18350000,46.71,3399000,0.7814,9.946,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10890000,-13640000,2.75,-2.5
PV_min_138,wp,tm,tm,18.22,15100000,55.24,3362000,1.028,8.145,0.2008,4.736e-08,9.252e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8842000,2.5,-2.25
PV_min_139,wp,tm,tm,15.95,13520000,63.29,3360000,1.215,6.271,0.0167,5.476e-08,0.00012,0.0001344,-45.85,-61.09,0.02413,0.1206,0.01204,-0.01209,4123000,-4854000,2.25,-2.25
PV_min_140,wp,tm,tm,19.5,16930000,50.11,3358000,0.8866,9.444,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.86,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13500000,2.75,-2.25
PV_min_141,wp,tm,tm,19.38,17850000,47.53,3419000,0.7876,9.312,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7096000,-7953000,2.5,-2.75
PV_min_142,wp,tm,tm,17.47,15740000,54.94,3407000,0.9033,7.476,-0.3961,5.061e-08,0.0001051,0.0001133,-47.8,-56.27,0.0285,0.1425,0.006046,-0.02245,4361000,-4906000,2.25,-2.75
PV_min_143,wp,tm,tm,20.36,19630000,43.19,3428000,0.6965,10.42,-0.01949,4.373e-08,7.548e-05,7.848e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10440000,-13430000,2.75,-2.75
PV_min_144,wp,tm,wp,18.85,16390000,50.4,3394000,0.8941,8.756,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7208000,-8525000,2.5,-2.5
PV_min_145,wp,tm,wp,16.76,14640000,59.06,3386000,1.04,6.888,-0.1881,5.25e-08,0.0001121,0.0001228,-46.76,-58.58,0.02636,0.1318,0.009097,-0.01726,4265000,-4907000,2.25,-2.5
PV_min_146,wp,tm,wp,19.95,18350000,46.71,3399000,0.7814,9.946,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10890000,-13640000,2.75,-2.5
PV_min_147,wp,tm,wp,18.22,15100000,55.24,3362000,1.028,8.145,0.2008,4.736e-08,9.252e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8842000,2.5,-2.25
PV_min_148,wp,tm,wp,15.95,13520000,63.29,3360000,1.215,6.271,0.0167,5.476e-08,0.00012,0.0001344,-45.85,-61.09,0.02413,0.1206,0.01204,-0.01209,4123000,-4854000,2.25,-2.25
PV_min_149,wp,tm,wp,19.5,16930000,50.11,3358000,0.8866,9.444,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.86,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13500000,2.75,-2.25
PV_min_150,wp,tm,wp,19.38,17850000,47.53,3419000,0.7876,9.312,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7096000,-7953000,2.5,-2.75
PV_min_151,wp,tm,wp,17.47,15740000,54.94,3407000,0.9033,7.476,-0.3961,5.061e-08,0.0001051,0.0001133,-47.8,-56.27,0.0285,0.1425,0.006046,-0.02245,4361000,-4906000,2.25,-2.75
PV_min_152,wp,tm,wp,20.36,19630000,43.19,3428000,0.6965,10.42,-0.01949,4.373e-08,7.548e-05,7.848e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10440000,-13430000,2.75,-2.75
PV_min_153,wp,tm,ws,18.85,16390000,50.4,3394000,0.8941,8.756,0.0003448,4.627e-08,8.812e-05,9.458e-05,-39.67,-47.97,0.0327,0.1635,0.01558,-0.01712,7208000,-8525000,2.5,-2.5
PV_min_154,wp,tm,ws,16.76,14640000,59.06,3386000,1.04,6.888,-0.1881,5.25e-08,0.0001121,0.0001228,-46.76,-58.58,0.02636,0.1318,0.009097,-0.01726,4265000,-4907000,2.25,-2.5
PV_min_155,wp,tm,ws,19.95,18350000,46.71,3399000,0.7814,9.946,0.1829,4.405e-08,7.754e-05,8.194e-05,-35.38,-44.81,0.03677,0.1838,0.02073,-0.01604,10890000,-13640000,2.75,-2.5
PV_min_156,wp,tm,ws,18.22,15100000,55.24,3362000,1.028,8.145,0.2008,4.736e-08,9.252e-05,0.0001016,-39.07,-49.18,0.03053,0.1526,0.01845,-0.01208,7201000,-8842000,2.5,-2.25
PV_min_157,wp,tm,ws,15.95,13520000,63.29,3360000,1.215,6.271,0.0167,5.476e-08,0.00012,0.0001344,-45.85,-61.09,0.02413,0.1206,0.01204,-0.01209,4123000,-4854000,2.25,-2.25
PV_min_158,wp,tm,ws,19.5,16930000,50.11,3358000,0.8866,9.444,0.3798,4.447e-08,7.977e-05,8.621e-05,-34.86,-45.16,0.03492,0.1746,0.02366,-0.01125,11120000,-13500000,2.75,-2.25
PV_min_159,wp,tm,ws,19.38,17850000,47.53,3419000,0.7876,9.312,-0.2042,4.539e-08,8.423e-05,8.897e-05,-40.28,-46.95,0.03469,0.1735,0.01254,-0.02216,7096000,-7953000,2.5,-2.75
PV_min_160,wp,tm,ws,17.47,15740000,54.94,3407000,0.9033,7.476,-0.3961,5.061e-08,0.0001051,0.0001133,-47.8,-56.27,0.0285,0.1425,0.006046,-0.02245,4361000,-4906000,2.25,-2.75
PV_min_161,wp,tm,ws,20.36,19630000,43.19,3428000,0.6965,10.42,-0.01949,4.373e-08,7.548e-05,7.848e-05,-35.87,-44.52,0.03841,0.192,0.01757,-0.02083,10440000,-13430000,2.75,-2.75
PV_min_162,wp,wp,tm,17.99,20160000,52.84,3482000,0.6974,7.932,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6275000,-5648000,2.5,-2.5
PV_min_163,wp,wp,tm,15.63,18150000,61.63,3479000,0.8017,6.048,-0.1655,5.766e-08,0.0001332,0.0001382,-48.04,-64.16,0.02332,0.1166,0.008053,-0.01527,4068000,-4025000,2.25,-2.5
PV_min_164,wp,wp,tm,19.47,21940000,45.74,3483000,0.6156,9.411,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-45.99,0.03479,0.174,0.02053,-0.01426,9009000,-11720000,2.75,-2.5
PV_min_165,wp,wp,tm,17.26,18680000,56.48,3449000,0.7937,7.299,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.01,6487000,-6384000,2.5,-2.25
PV_min_166,wp,wp,tm,14.81,16460000,66.06,3452000,0.9256,5.5,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4008000,-4100000,2.25,-2.25
PV_min_167,wp,wp,tm,18.94,20570000,50.43,3440000,0.6921,8.855,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03283,0.1641,0.02339,-0.009435,9744000,-12460000,2.75,-2.25
PV_min_168,wp,wp,tm,18.6,21510000,48.85,3509000,0.6202,8.515,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,5997000,-4903000,2.5,-2.75
PV_min_169,wp,wp,tm,16.4,19620000,56.48,3502000,0.7041,6.608,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4087000,-3920000,2.25,-2.75
PV_min_170,wp,wp,tm,19.91,23250000,42.9,3515000,0.5533,9.902,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03656,0.1828,0.01743,-0.01912,8195000,-10270000,2.75,-2.75
PV_min_171,wp,wp,wp,17.99,20160000,52.84,3482000,0.6974,7.932,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6275000,-5648000,2.5,-2.5
PV_min_172,wp,wp,wp,15.63,18150000,61.63,3479000,0.8017,6.048,-0.1655,5.766e-08,0.0001332,0.0001382,-48.04,-64.16,0.02332,0.1166,0.008053,-0.01527,4068000,-4025000,2.25,-2.5
PV_min_173,wp,wp,wp,19.47,21940000,45.74,3483000,0.6156,9.411,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-45.99,0.03479,0.174,0.02053,-0.01426,9009000,-11720000,2.75,-2.5
PV_min_174,wp,wp,wp,17.26,18680000,56.48,3449000,0.7937,7.299,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.01,6487000,-6384000,2.5,-2.25
PV_min_175,wp,wp,wp,14.81,16460000,66.06,3452000,0.9256,5.5,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4008000,-4100000,2.25,-2.25
PV_min_176,wp,wp,wp,18.94,20570000,50.43,3440000,0.6921,8.855,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03283,0.1641,0.02339,-0.009435,9744000,-12460000,2.75,-2.25
PV_min_177,wp,wp,wp,18.6,21510000,48.85,3509000,0.6202,8.515,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,5997000,-4903000,2.5,-2.75
PV_min_178,wp,wp,wp,16.4,19620000,56.48,3502000,0.7041,6.608,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4087000,-3920000,2.25,-2.75
PV_min_179,wp,wp,wp,19.91,23250000,42.9,3515000,0.5533,9.902,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03656,0.1828,0.01743,-0.01912,8195000,-10270000,2.75,-2.75
PV_min_180,wp,wp,ws,17.99,20160000,52.84,3482000,0.6974,7.932,0.03229,4.889e-08,0.000102,0.0001036,-40.39,-51.28,0.02986,0.1493,0.01484,-0.01502,6275000,-5648000,2.5,-2.5
PV_min_181,wp,wp,ws,15.63,18150000,61.63,3479000,0.8017,6.048,-0.1655,5.766e-08,0.0001332,0.0001382,-48.04,-64.15,0.02332,0.1166,0.008053,-0.01527,4068000,-4025000,2.25,-2.5
PV_min_182,wp,wp,ws,19.47,21940000,45.74,3483000,0.6156,9.411,0.2227,4.481e-08,8.604e-05,8.618e-05,-35.48,-45.99,0.03479,0.174,0.02053,-0.01426,9009000,-11720000,2.75,-2.5
PV_min_183,wp,wp,ws,17.26,18680000,56.48,3449000,0.7937,7.299,0.2302,5.039e-08,0.000108,0.0001121,-40.04,-52.86,0.02767,0.1383,0.01767,-0.01,6487000,-6384000,2.5,-2.25
PV_min_184,wp,wp,ws,14.81,16460000,66.06,3452000,0.9256,5.5,0.03687,6.045e-08,0.0001433,0.0001518,-47.37,-66.77,0.02126,0.1063,0.01105,-0.01021,4008000,-4100000,2.25,-2.25
PV_min_185,wp,wp,ws,18.94,20570000,50.43,3440000,0.6921,8.855,0.4172,4.546e-08,8.93e-05,9.139e-05,-35.15,-46.61,0.03283,0.1641,0.02339,-0.009435,9744000,-12460000,2.75,-2.25
PV_min_186,wp,wp,ws,18.6,21510000,48.85,3509000,0.6202,8.515,-0.1707,4.766e-08,9.646e-05,9.669e-05,-40.76,-49.89,0.03189,0.1595,0.01182,-0.02007,5997000,-4903000,2.5,-2.75
PV_min_187,wp,wp,ws,16.4,19620000,56.48,3502000,0.7041,6.608,-0.3717,5.531e-08,0.0001241,0.000127,-48.8,-61.68,0.02532,0.1266,0.004956,-0.02036,4087000,-3920000,2.25,-2.75
PV_min_188,wp,wp,ws,19.91,23250000,42.9,3515000,0.5533,9.902,0.02114,4.43e-08,8.294e-05,8.199e-05,-35.81,-45.47,0.03656,0.1828,0.01743,-0.01912,8195000,-10270000,2.75,-2.75
PV_min_189,wp,ws,tm,19.66,13250000,50.61,3300000,1.198,9.615,-0.03554,4.425e-08,7.657e-05,8.7e-05,-38.94,-45.44,0.03559,0.178,0.01629,-0.0193,7468000,-9669000,2.5,-2.5
PV_min_190,wp,ws,tm,17.88,11730000,56.51,3290000,1.406,7.837,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.89,-53.05,0.02986,0.1493,0.0103,-0.01956,4169000,-5382000,2.25,-2.5
PV_min_191,wp,ws,tm,20.41,14590000,46.65,3308000,1.038,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13050000,2.75,-2.5
PV_min_192,wp,ws,tm,19.08,12230000,54.47,3270000,1.389,8.996,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.06,-46.25,0.0335,0.1675,0.01922,-0.01428,7170000,-9173000,2.5,-2.25
PV_min_193,wp,ws,tm,17.11,10530000,61.55,3267000,1.657,7.173,-0.007941,4.972e-08,9.954e-05,0.000118,-43.78,-55.27,0.02751,0.1376,0.01321,-0.01431,3940000,-5094000,2.25,-2.25
PV_min_194,wp,ws,tm,20.02,13630000,49.96,3270000,1.186,10.02,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10660000,-11980000,2.75,-2.25
PV_min_195,wp,ws,tm,20.14,14200000,46.52,3323000,1.047,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.84,-44.79,0.03748,0.1874,0.01319,-0.02429,7625000,-9832000,2.5,-2.75
PV_min_196,wp,ws,tm,18.58,12770000,52.98,3309000,1.211,8.493,-0.425,4.661e-08,8.834e-05,0.0001005,-46.17,-51.12,0.03206,0.1603,0.00726,-0.0248,4350000,-5573000,2.25,-2.75
PV_min_197,wp,ws,tm,20.74,15520000,44.44,3336000,0.9183,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11330000,-13650000,2.75,-2.75
PV_min_198,wp,ws,wp,19.66,13250000,50.61,3300000,1.198,9.615,-0.03554,4.425e-08,7.657e-05,8.7e-05,-38.94,-45.44,0.03559,0.178,0.01629,-0.0193,7468000,-9669000,2.5,-2.5
PV_min_199,wp,ws,wp,17.88,11730000,56.51,3290000,1.406,7.837,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.89,-53.05,0.02986,0.1493,0.0103,-0.01956,4169000,-5382000,2.25,-2.5
PV_min_200,wp,ws,wp,20.41,14590000,46.65,3308000,1.038,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13050000,2.75,-2.5
PV_min_201,wp,ws,wp,19.08,12230000,54.47,3270000,1.389,8.996,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.06,-46.25,0.0335,0.1675,0.01922,-0.01428,7170000,-9173000,2.5,-2.25
PV_min_202,wp,ws,wp,17.11,10530000,61.55,3267000,1.657,7.173,-0.007941,4.972e-08,9.954e-05,0.000118,-43.78,-55.27,0.02751,0.1376,0.01321,-0.01431,3940000,-5094000,2.25,-2.25
PV_min_203,wp,ws,wp,20.02,13630000,49.96,3270000,1.186,10.02,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10660000,-11980000,2.75,-2.25
PV_min_204,wp,ws,wp,20.14,14200000,46.52,3323000,1.047,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.84,-44.79,0.03748,0.1874,0.01319,-0.02429,7625000,-9832000,2.5,-2.75
PV_min_205,wp,ws,wp,18.58,12770000,52.98,3309000,1.211,8.493,-0.425,4.661e-08,8.834e-05,0.0001005,-46.17,-51.12,0.03206,0.1603,0.00726,-0.0248,4350000,-5573000,2.25,-2.75
PV_min_206,wp,ws,wp,20.74,15520000,44.44,3336000,0.9183,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11330000,-13650000,2.75,-2.75
PV_min_207,wp,ws,ws,19.66,13250000,50.61,3300000,1.198,9.615,-0.03554,4.425e-08,7.657e-05,8.7e-05,-38.94,-45.44,0.03559,0.178,0.01629,-0.0193,7468000,-9669000,2.5,-2.5
PV_min_208,wp,ws,ws,17.88,11730000,56.51,3290000,1.406,7.837,-0.2151,4.8e-08,9.351e-05,0.0001083,-44.89,-53.05,0.02986,0.1493,0.0103,-0.01956,4169000,-5382000,2.25,-2.5
PV_min_209,wp,ws,ws,20.41,14590000,46.65,3308000,1.038,10.49,0.1391,4.357e-08,7.028e-05,7.859e-05,-35.37,-44.09,0.03865,0.1933,0.02084,-0.01781,11130000,-13050000,2.75,-2.5
PV_min_210,wp,ws,ws,19.08,12230000,54.47,3270000,1.389,8.996,0.1675,4.496e-08,7.959e-05,9.252e-05,-38.06,-46.25,0.0335,0.1675,0.01922,-0.01428,7170000,-9173000,2.5,-2.25
PV_min_211,wp,ws,ws,17.11,10530000,61.55,3267000,1.657,7.173,-0.007941,4.972e-08,9.954e-05,0.000118,-43.78,-55.27,0.02751,0.1376,0.01321,-0.01431,3940000,-5094000,2.25,-2.25
PV_min_212,wp,ws,ws,20.02,13630000,49.96,3270000,1.186,10.02,0.3386,4.38e-08,7.175e-05,8.207e-05,-34.63,-44.24,0.03694,0.1847,0.02386,-0.01308,10660000,-11980000,2.75,-2.25
PV_min_213,wp,ws,ws,20.14,14200000,46.52,3323000,1.047,10.16,-0.242,4.369e-08,7.397e-05,8.256e-05,-39.84,-44.79,0.03748,0.1874,0.01319,-0.02429,7625000,-9832000,2.5,-2.75
PV_min_214,wp,ws,ws,18.58,12770000,52.98,3309000,1.211,8.493,-0.425,4.661e-08,8.834e-05,0.0001005,-46.17,-51.12,0.03206,0.1603,0.00726,-0.0248,4350000,-5573000,2.25,-2.75
PV_min_215,wp,ws,ws,20.74,15520000,44.44,3336000,0.9183,10.89,-0.06475,4.339e-08,6.896e-05,7.575e-05,-36.06,-43.95,0.04016,0.2008,0.01761,-0.02255,11330000,-13650000,2.75,-2.75
PV_min_216,wp,wo,tm,16.29,14150000,63.64,3371000,1.126,6.522,-0.168,5.618e-08,0.000115,0.0001304,-48.46,-60.53,0.02498,0.1249,0.008875,-0.01611,5869000,-6259000,2.5,-2.5
PV_min_217,wp,wo,tm,13.47,12600000,72.97,3363000,1.321,4.716,-0.3506,6.978e-08,0.0001587,0.0001831,-57.78,-75.75,0.01835,0.09175,0.002105,-0.01625,3552000,-3841000,2.25,-2.5
PV_min_218,wp,wo,tm,18.46,15590000,55.23,3379000,0.9757,8.379,0.009135,4.862e-08,8.952e-05,0.0001002,-41.44,-49.17,0.03135,0.1568,0.01523,-0.01612,8921000,-10530000,2.75,-2.5
PV_min_219,wp,wo,tm,15.56,13130000,67.92,3344000,1.303,6.001,0.03771,5.833e-08,0.0001221,0.0001413,-47.58,-63.03,0.02311,0.1156,0.01202,-0.01109,5855000,-6596000,2.5,-2.25
PV_min_220,wp,wo,tm,12.61,11460000,77.27,3341000,1.554,4.269,-0.1412,7.365e-08,0.0001706,0.0002008,-56.22,-74.16,0.01674,0.08369,0.005464,-0.01127,3425000,-3807000,2.25,-2.25
PV_min_221,wp,wo,tm,17.9,14570000,59.54,3346000,1.114,7.857,0.2117,4.966e-08,9.342e-05,0.0001068,-40.86,-50.31,0.02951,0.1475,0.01832,-0.01119,9097000,-10770000,2.75,-2.25
PV_min_222,wp,wo,tm,16.92,15140000,60.43,3392000,0.9859,7.012,-0.3774,5.439e-08,0.0001086,0.0001215,-49.45,-58.28,0.02675,0.1338,0.005603,-0.02115,5790000,-5797000,2.5,-2.75
PV_min_223,wp,wo,tm,14.23,13630000,69.77,3380000,1.141,5.148,-0.5629,6.65e-08,0.0001479,0.0001684,-59.59,-78.06,0.01994,0.09968,-0.001322,-0.02126,3636000,-3825000,2.25,-2.75
PV_min_224,wp,wo,tm,18.94,16890000,51.98,3404000,0.8646,8.85,-0.1988,4.777e-08,8.594e-05,9.496e-05,-42.04,-48.19,0.03303,0.1652,0.01195,-0.02108,8537000,-9903000,2.75,-2.75
PV_min_225,wp,wo,wp,16.29,14150000,63.64,3371000,1.126,6.522,-0.168,5.618e-08,0.000115,0.0001304,-48.46,-60.53,0.02498,0.1249,0.008875,-0.01611,5869000,-6259000,2.5,-2.5
PV_min_226,wp,wo,wp,13.47,12600000,72.97,3363000,1.321,4.716,-0.3506,6.978e-08,0.0001587,0.0001831,-57.78,-75.75,0.01835,0.09175,0.002105,-0.01625,3552000,-3841000,2.25,-2.5
PV_min_227,wp,wo,wp,18.46,15590000,55.23,3379000,0.9757,8.379,0.009135,4.862e-08,8.952e-05,0.0001002,-41.44,-49.17,0.03135,0.1568,0.01523,-0.01612,8921000,-10530000,2.75,-2.5
PV_min_228,wp,wo,wp,15.56,13130000,67.92,3344000,1.303,6.001,0.03771,5.833e-08,0.0001221,0.0001413,-47.58,-63.03,0.02311,0.1156,0.01202,-0.01109,5855000,-6596000,2.5,-2.25
PV_min_229,wp,wo,wp,12.61,11460000,77.27,3341000,1.554,4.269,-0.1412,7.365e-08,0.0001706,0.0002008,-56.22,-74.16,0.01674,0.08369,0.005464,-0.01127,3425000,-3807000,2.25,-2.25
PV_min_230,wp,wo,wp,17.9,14570000,59.54,3346000,1.114,7.857,0.2117,4.966e-08,9.342e-05,0.0001068,-40.86,-50.31,0.02951,0.1475,0.01832,-0.01119,9097000,-10770000,2.75,-2.25
PV_min_231,wp,wo,wp,16.92,15140000,60.43,3392000,0.9859,7.012,-0.3774,5.439e-08,0.0001086,0.0001215,-49.45,-58.28,0.02675,0.1338,0.005603,-0.02115,5790000,-5797000,2.5,-2.75
PV_min_232,wp,wo,wp,14.23,13630000,69.77,3380000,1.141,5.148,-0.5629,6.65e-08,0.0001479,0.0001684,-59.59,-78.06,0.01994,0.09968,-0.001322,-0.02126,3636000,-3825000,2.25,-2.75
PV_min_233,wp,wo,wp,18.94,16890000,51.98,3404000,0.8646,8.85,-0.1988,4.777e-08,8.594e-05,9.496e-05,-42.04,-48.19,0.03303,0.1652,0.01195,-0.02108,8537000,-9903000,2.75,-2.75
