Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_max_0,tm,tm,tm,24.57,15410000,25.67,3482000,0.9197,16.93,-0.372,3.307e-08,5.115e-05,5.294e-05,-34.53,-31.42,0.05957,0.2979,0.02308,-0.03649,12240000,-12760000,2.5,-2.5
PV_max_1,tm,tm,tm,25.39,13630000,22.72,3519000,1.079,18.59,-0.5862,3.031e-08,4.656e-05,4.898e-05,-23.26,-24.38,0.06063,0.3032,0.02264,-0.03799,5847000,-4387000,2.25,-2.5
PV_max_2,tm,tm,tm,23.86,17510000,26.73,3470000,0.7986,15.59,-0.1679,3.55e-08,5.546e-05,5.68e-05,-39.74,-37.18,0.05629,0.2815,0.02426,-0.03203,16330000,-16990000,2.75,-2.5
PV_max_3,tm,tm,tm,24.42,14350000,27.81,3458000,1.06,16.62,-0.1548,3.293e-08,5.11e-05,5.382e-05,-33.73,-30.52,0.05806,0.2903,0.02639,-0.03167,11390000,-11410000,2.5,-2.25
PV_max_4,tm,tm,tm,25.21,12550000,23.82,3501000,1.264,18.22,-0.3651,3.014e-08,4.65e-05,4.977e-05,-23.19,-23.9,0.05867,0.2934,0.02577,-0.0329,5593000,-3973000,2.25,-2.25
PV_max_5,tm,tm,tm,23.7,16070000,29.59,3441000,0.9076,15.32,0.04628,3.538e-08,5.546e-05,5.78e-05,-36.94,-36.9,0.05512,0.2756,0.02766,-0.02745,15170000,-15240000,2.75,-2.25
PV_max_6,tm,tm,tm,24.69,16690000,23.36,3503000,0.8085,17.16,-0.5928,3.32e-08,5.095e-05,5.223e-05,-34.91,-32.24,0.06073,0.3037,0.01951,-0.04122,12890000,-14120000,2.5,-2.75
PV_max_7,tm,tm,tm,25.52,14630000,21.38,3536000,0.9353,18.87,-0.8098,3.048e-08,4.64e-05,4.835e-05,-23.35,-24.92,0.06225,0.3113,0.01921,-0.04304,6037000,-4816000,2.25,-2.75
PV_max_8,tm,tm,tm,24.01,18780000,24.99,3494000,0.7107,15.88,-0.3878,3.561e-08,5.518e-05,5.598e-05,-43.42,-37.14,0.05716,0.2858,0.02059,-0.03657,17150000,-18690000,2.75,-2.75
PV_max_9,tm,tm,wp,24.57,15410000,25.67,3482000,0.9197,16.93,-0.372,3.307e-08,5.115e-05,5.294e-05,-34.53,-31.42,0.05957,0.2979,0.02308,-0.03649,12240000,-12760000,2.5,-2.5
PV_max_10,tm,tm,wp,25.39,13630000,22.72,3519000,1.079,18.59,-0.5862,3.031e-08,4.656e-05,4.898e-05,-23.26,-24.38,0.06063,0.3032,0.02264,-0.03799,5847000,-4387000,2.25,-2.5
PV_max_11,tm,tm,wp,23.86,17510000,26.73,3470000,0.7986,15.59,-0.1679,3.55e-08,5.546e-05,5.68e-05,-39.74,-37.18,0.05629,0.2815,0.02426,-0.03203,16330000,-16990000,2.75,-2.5
PV_max_12,tm,tm,wp,24.42,14350000,27.81,3458000,1.06,16.62,-0.1548,3.293e-08,5.11e-05,5.382e-05,-33.73,-30.52,0.05806,0.2903,0.02639,-0.03167,11390000,-11410000,2.5,-2.25
PV_max_13,tm,tm,wp,25.21,12550000,23.82,3501000,1.264,18.22,-0.3651,3.014e-08,4.65e-05,4.977e-05,-23.19,-23.9,0.05867,0.2934,0.02577,-0.0329,5593000,-3973000,2.25,-2.25
PV_max_14,tm,tm,wp,23.7,16070000,29.59,3441000,0.9076,15.32,0.04628,3.538e-08,5.546e-05,5.78e-05,-36.94,-36.9,0.05512,0.2756,0.02766,-0.02745,15170000,-15240000,2.75,-2.25
PV_max_15,tm,tm,wp,24.69,16690000,23.36,3503000,0.8085,17.16,-0.5928,3.32e-08,5.095e-05,5.223e-05,-34.91,-32.24,0.06073,0.3037,0.01951,-0.04122,12890000,-14120000,2.5,-2.75
PV_max_16,tm,tm,wp,25.52,14630000,21.38,3536000,0.9353,18.87,-0.8098,3.048e-08,4.64e-05,4.835e-05,-23.35,-24.92,0.06225,0.3113,0.01921,-0.04304,6037000,-4816000,2.25,-2.75
PV_max_17,tm,tm,wp,24.01,18780000,24.99,3494000,0.7107,15.88,-0.3878,3.561e-08,5.518e-05,5.598e-05,-43.42,-37.14,0.05716,0.2858,0.02059,-0.03657,17150000,-18690000,2.75,-2.75
PV_max_18,tm,tm,ws,24.57,15410000,25.67,3482000,0.9197,16.93,-0.372,3.307e-08,5.115e-05,5.294e-05,-34.53,-31.42,0.05957,0.2979,0.02308,-0.03649,12240000,-12760000,2.5,-2.5
PV_max_19,tm,tm,ws,25.39,13630000,22.72,3519000,1.079,18.59,-0.5862,3.031e-08,4.656e-05,4.898e-05,-23.26,-24.38,0.06063,0.3032,0.02264,-0.03799,5847000,-4387000,2.25,-2.5
PV_max_20,tm,tm,ws,23.86,17510000,26.73,3470000,0.7986,15.59,-0.1679,3.55e-08,5.546e-05,5.68e-05,-39.74,-37.18,0.05629,0.2815,0.02426,-0.03203,16330000,-16990000,2.75,-2.5
PV_max_21,tm,tm,ws,24.42,14350000,27.81,3458000,1.06,16.62,-0.1548,3.293e-08,5.11e-05,5.382e-05,-33.73,-30.52,0.05806,0.2903,0.02639,-0.03167,11390000,-11410000,2.5,-2.25
PV_max_22,tm,tm,ws,25.21,12550000,23.82,3501000,1.264,18.22,-0.3651,3.014e-08,4.65e-05,4.977e-05,-23.19,-23.9,0.05867,0.2934,0.02577,-0.0329,5593000,-3973000,2.25,-2.25
PV_max_23,tm,tm,ws,23.7,16070000,29.59,3441000,0.9076,15.32,0.04628,3.538e-08,5.546e-05,5.78e-05,-36.94,-36.9,0.05512,0.2756,0.02766,-0.02745,15170000,-15240000,2.75,-2.25
PV_max_24,tm,tm,ws,24.69,16690000,23.36,3503000,0.8085,17.16,-0.5928,3.32e-08,5.095e-05,5.223e-05,-34.91,-32.24,0.06073,0.3037,0.01951,-0.04122,12890000,-14120000,2.5,-2.75
PV_max_25,tm,tm,ws,25.52,14630000,21.38,3536000,0.9353,18.87,-0.8098,3.048e-08,4.64e-05,4.835e-05,-23.35,-24.92,0.06225,0.3113,0.01921,-0.04304,6037000,-4816000,2.25,-2.75
PV_max_26,tm,tm,ws,24.01,18780000,24.99,3494000,0.7107,15.88,-0.3878,3.561e-08,5.518e-05,5.598e-05,-43.42,-37.14,0.05716,0.2858,0.02059,-0.03657,17150000,-18690000,2.75,-2.75
PV_max_27,tm,wp,tm,24.44,19140000,23.36,3575000,0.7162,16.66,-0.3582,3.248e-08,5.491e-05,5.37e-05,-41,-33.98,0.05892,0.2946,0.02257,-0.03635,13760000,-16880000,2.5,-2.5
PV_max_28,tm,wp,tm,25.11,16710000,21.07,3617000,0.8304,18,-0.585,2.983e-08,5.069e-05,5.032e-05,-27.49,-26.98,0.06058,0.3029,0.02133,-0.03924,6652000,-6482000,2.25,-2.5
PV_max_29,tm,wp,tm,23.82,21140000,26.52,3558000,0.6284,15.52,-0.1437,3.482e-08,5.907e-05,5.736e-05,-39.28,-37.13,0.05566,0.2783,0.02422,-0.03144,18050000,-21200000,2.75,-2.5
PV_max_30,tm,wp,tm,24.23,17690000,24.49,3550000,0.8162,16.27,-0.1419,3.238e-08,5.515e-05,5.477e-05,-39.51,-33.5,0.05743,0.2871,0.02581,-0.03162,13310000,-15140000,2.5,-2.25
PV_max_31,tm,wp,tm,24.91,15260000,23.66,3598000,0.9606,17.61,-0.3649,2.971e-08,5.099e-05,5.14e-05,-27.95,-26.49,0.05861,0.2931,0.02438,-0.03423,6490000,-5915000,2.25,-2.25
PV_max_32,tm,wp,tm,23.62,19820000,27.99,3528000,0.7072,15.17,0.06997,3.473e-08,5.934e-05,5.852e-05,-36.61,-37.04,0.0544,0.272,0.02756,-0.02684,17620000,-19500000,2.75,-2.25
PV_max_33,tm,wp,tm,24.6,20450000,22.39,3597000,0.636,16.99,-0.5794,3.259e-08,5.431e-05,5.284e-05,-40.29,-34.24,0.06004,0.3002,0.01905,-0.04099,13890000,-18490000,2.5,-2.75
PV_max_34,tm,wp,tm,25.28,18200000,18.27,3635000,0.7279,18.36,-0.8083,2.996e-08,5.01e-05,4.947e-05,-27.11,-27.51,0.06219,0.311,0.01798,-0.04421,6731000,-7068000,2.25,-2.75
PV_max_35,tm,wp,tm,23.97,22390000,24.96,3584000,0.5642,15.8,-0.3652,3.491e-08,5.841e-05,5.642e-05,-43.26,-36.93,0.05658,0.2829,0.02057,-0.03601,18240000,-23120000,2.75,-2.75
PV_max_36,tm,wp,wp,24.44,19140000,23.36,3575000,0.7162,16.66,-0.3582,3.248e-08,5.491e-05,5.37e-05,-41,-33.98,0.05892,0.2946,0.02257,-0.03635,13760000,-16880000,2.5,-2.5
PV_max_37,tm,wp,wp,25.11,16710000,21.07,3617000,0.8304,18,-0.585,2.983e-08,5.069e-05,5.032e-05,-27.49,-26.98,0.06058,0.3029,0.02133,-0.03924,6652000,-6482000,2.25,-2.5
PV_max_38,tm,wp,wp,23.82,21140000,26.52,3558000,0.6284,15.52,-0.1437,3.482e-08,5.907e-05,5.736e-05,-39.28,-37.13,0.05566,0.2783,0.02422,-0.03144,18050000,-21200000,2.75,-2.5
PV_max_39,tm,wp,wp,24.23,17690000,24.49,3550000,0.8162,16.27,-0.1419,3.238e-08,5.515e-05,5.477e-05,-39.51,-33.5,0.05743,0.2871,0.02581,-0.03162,13310000,-15140000,2.5,-2.25
PV_max_40,tm,wp,wp,24.91,15260000,23.66,3598000,0.9606,17.61,-0.3649,2.971e-08,5.099e-05,5.14e-05,-27.95,-26.49,0.05861,0.2931,0.02438,-0.03423,6490000,-5915000,2.25,-2.25
PV_max_41,tm,wp,wp,23.62,19820000,27.99,3528000,0.7072,15.17,0.06997,3.473e-08,5.934e-05,5.852e-05,-36.61,-37.04,0.0544,0.272,0.02756,-0.02684,17620000,-19500000,2.75,-2.25
PV_max_42,tm,wp,wp,24.6,20450000,22.39,3597000,0.636,16.99,-0.5794,3.259e-08,5.431e-05,5.284e-05,-40.29,-34.24,0.06004,0.3002,0.01905,-0.04099,13890000,-18490000,2.5,-2.75
PV_max_43,tm,wp,wp,25.28,18200000,18.27,3635000,0.7279,18.36,-0.8083,2.996e-08,5.01e-05,4.947e-05,-27.11,-27.51,0.06219,0.311,0.01798,-0.04421,6731000,-7068000,2.25,-2.75
PV_max_44,tm,wp,wp,23.97,22390000,24.96,3584000,0.5642,15.8,-0.3652,3.491e-08,5.841e-05,5.642e-05,-43.26,-36.93,0.05658,0.2829,0.02057,-0.03601,18240000,-23120000,2.75,-2.75
PV_max_45,tm,wp,ws,24.44,19140000,23.36,3575000,0.7162,16.66,-0.3582,3.248e-08,5.491e-05,5.37e-05,-41,-33.98,0.05892,0.2946,0.02257,-0.03635,13760000,-16880000,2.5,-2.5
PV_max_46,tm,wp,ws,25.11,16710000,21.07,3617000,0.8304,18,-0.585,2.983e-08,5.069e-05,5.032e-05,-27.49,-26.98,0.06058,0.3029,0.02133,-0.03924,6652000,-6482000,2.25,-2.5
PV_max_47,tm,wp,ws,23.82,21140000,26.52,3558000,0.6284,15.52,-0.1437,3.482e-08,5.907e-05,5.736e-05,-39.28,-37.13,0.05566,0.2783,0.02422,-0.03144,18050000,-21200000,2.75,-2.5
PV_max_48,tm,wp,ws,24.23,17690000,24.49,3550000,0.8162,16.27,-0.1419,3.238e-08,5.515e-05,5.477e-05,-39.51,-33.5,0.05743,0.2871,0.02581,-0.03162,13310000,-15140000,2.5,-2.25
PV_max_49,tm,wp,ws,24.91,15260000,23.66,3598000,0.9606,17.61,-0.3649,2.971e-08,5.099e-05,5.14e-05,-27.95,-26.49,0.05861,0.2931,0.02438,-0.03423,6490000,-5915000,2.25,-2.25
PV_max_50,tm,wp,ws,23.62,19820000,27.99,3528000,0.7072,15.17,0.06997,3.473e-08,5.934e-05,5.852e-05,-36.61,-37.04,0.0544,0.272,0.02756,-0.02684,17620000,-19500000,2.75,-2.25
PV_max_51,tm,wp,ws,24.6,20450000,22.39,3597000,0.636,16.99,-0.5794,3.259e-08,5.431e-05,5.284e-05,-40.29,-34.24,0.06004,0.3002,0.01905,-0.04099,13890000,-18490000,2.5,-2.75
PV_max_52,tm,wp,ws,25.28,18200000,18.27,3635000,0.7279,18.36,-0.8083,2.996e-08,5.01e-05,4.947e-05,-27.11,-27.51,0.06219,0.311,0.01798,-0.04421,6731000,-7068000,2.25,-2.75
PV_max_53,tm,wp,ws,23.97,22390000,24.96,3584000,0.5642,15.8,-0.3652,3.491e-08,5.841e-05,5.642e-05,-43.26,-36.93,0.05658,0.2829,0.02057,-0.03601,18240000,-23120000,2.75,-2.75
PV_max_54,tm,ws,tm,24.68,12490000,26.81,3393000,1.236,17.15,-0.3915,3.371e-08,4.781e-05,5.235e-05,-28.45,-27.94,0.05957,0.2978,0.0235,-0.03606,10020000,-9540000,2.5,-2.5
PV_max_55,tm,ws,tm,25.52,10600000,24.04,3439000,1.465,18.87,-0.5948,3.094e-08,4.321e-05,4.809e-05,-19.16,-23.05,0.05993,0.2997,0.02365,-0.03628,4803000,-3115000,2.25,-2.5
PV_max_56,tm,ws,tm,23.96,13980000,30.24,3379000,1.064,15.77,-0.1972,3.617e-08,5.208e-05,5.633e-05,-37.79,-36.34,0.05694,0.2847,0.02428,-0.03266,13280000,-13100000,2.75,-2.5
PV_max_57,tm,ws,tm,24.51,11460000,28.02,3372000,1.436,16.81,-0.1732,3.354e-08,4.758e-05,5.307e-05,-27.55,-27.11,0.05797,0.2899,0.02688,-0.03109,9165000,-8515000,2.5,-2.25
PV_max_58,tm,ws,tm,25.39,9725000,26.26,3424000,1.731,18.6,-0.3726,3.074e-08,4.295e-05,4.87e-05,-18.9,-23.64,0.05791,0.2895,0.02684,-0.03107,4524000,-2817000,2.25,-2.25
PV_max_59,tm,ws,tm,23.8,13060000,31.74,3353000,1.218,15.49,0.01784,3.603e-08,5.191e-05,5.72e-05,-35.44,-35.66,0.0558,0.279,0.02774,-0.02805,12070000,-11720000,2.75,-2.25
PV_max_60,tm,ws,tm,24.81,13410000,25.85,3412000,1.078,17.4,-0.6125,3.386e-08,4.786e-05,5.176e-05,-29.24,-28.88,0.06084,0.3042,0.01987,-0.04097,10780000,-10560000,2.5,-2.75
PV_max_61,tm,ws,tm,25.65,11680000,21.55,3452000,1.259,19.17,-0.8188,3.112e-08,4.33e-05,4.76e-05,-19.56,-23.08,0.06163,0.3081,0.02016,-0.04147,5035000,-3430000,2.25,-2.75
PV_max_62,tm,ws,tm,24.08,14870000,28.61,3402000,0.9398,16,-0.4166,3.629e-08,5.206e-05,5.563e-05,-40.26,-36.71,0.05777,0.2888,0.02057,-0.0372,14410000,-14500000,2.75,-2.75
PV_max_63,tm,ws,wp,24.68,12490000,26.81,3393000,1.236,17.15,-0.3915,3.371e-08,4.781e-05,5.235e-05,-28.45,-27.94,0.05957,0.2978,0.0235,-0.03606,10020000,-9540000,2.5,-2.5
PV_max_64,tm,ws,wp,25.52,10600000,24.04,3439000,1.465,18.87,-0.5948,3.094e-08,4.321e-05,4.809e-05,-19.16,-23.05,0.05993,0.2997,0.02365,-0.03628,4803000,-3115000,2.25,-2.5
PV_max_65,tm,ws,wp,23.96,13980000,30.24,3379000,1.064,15.77,-0.1972,3.617e-08,5.208e-05,5.633e-05,-37.79,-36.34,0.05694,0.2847,0.02428,-0.03266,13280000,-13100000,2.75,-2.5
PV_max_66,tm,ws,wp,24.51,11460000,28.02,3372000,1.436,16.81,-0.1732,3.354e-08,4.758e-05,5.307e-05,-27.55,-27.11,0.05797,0.2899,0.02688,-0.03109,9165000,-8515000,2.5,-2.25
PV_max_67,tm,ws,wp,25.39,9725000,26.26,3424000,1.731,18.6,-0.3726,3.074e-08,4.295e-05,4.87e-05,-18.9,-23.64,0.05791,0.2895,0.02684,-0.03107,4524000,-2817000,2.25,-2.25
PV_max_68,tm,ws,wp,23.8,13060000,31.74,3353000,1.218,15.49,0.01784,3.603e-08,5.191e-05,5.72e-05,-35.44,-35.66,0.0558,0.279,0.02774,-0.02805,12070000,-11720000,2.75,-2.25
PV_max_69,tm,ws,wp,24.81,13410000,25.85,3412000,1.078,17.4,-0.6125,3.386e-08,4.786e-05,5.176e-05,-29.24,-28.88,0.06084,0.3042,0.01987,-0.04097,10780000,-10560000,2.5,-2.75
PV_max_70,tm,ws,wp,25.65,11680000,21.55,3452000,1.259,19.17,-0.8188,3.112e-08,4.33e-05,4.76e-05,-19.56,-23.08,0.06163,0.3081,0.02016,-0.04147,5035000,-3430000,2.25,-2.75
PV_max_71,tm,ws,wp,24.08,14870000,28.61,3402000,0.9398,16,-0.4166,3.629e-08,5.206e-05,5.563e-05,-40.26,-36.71,0.05777,0.2888,0.02057,-0.0372,14410000,-14500000,2.75,-2.75
PV_max_72,tm,ws,ws,24.68,12490000,26.81,3393000,1.236,17.15,-0.3915,3.371e-08,4.781e-05,5.235e-05,-28.45,-27.94,0.05957,0.2978,0.0235,-0.03606,10020000,-9540000,2.5,-2.5
PV_max_73,tm,ws,ws,25.52,10600000,24.04,3439000,1.465,18.87,-0.5948,3.094e-08,4.321e-05,4.809e-05,-19.16,-23.05,0.05993,0.2997,0.02365,-0.03628,4803000,-3115000,2.25,-2.5
PV_max_74,tm,ws,ws,23.96,13980000,30.24,3379000,1.064,15.77,-0.1972,3.617e-08,5.208e-05,5.633e-05,-37.79,-36.34,0.05694,0.2847,0.02428,-0.03266,13280000,-13100000,2.75,-2.5
PV_max_75,tm,ws,ws,24.51,11460000,28.02,3372000,1.436,16.81,-0.1732,3.354e-08,4.758e-05,5.307e-05,-27.55,-27.11,0.05797,0.2899,0.02688,-0.03109,9165000,-8515000,2.5,-2.25
PV_max_76,tm,ws,ws,25.39,9725000,26.26,3424000,1.731,18.6,-0.3726,3.074e-08,4.295e-05,4.87e-05,-18.9,-23.64,0.05791,0.2895,0.02684,-0.03107,4524000,-2817000,2.25,-2.25
PV_max_77,tm,ws,ws,23.8,13060000,31.74,3353000,1.218,15.49,0.01784,3.603e-08,5.191e-05,5.72e-05,-35.44,-35.66,0.0558,0.279,0.02774,-0.02805,12070000,-11720000,2.75,-2.25
PV_max_78,tm,ws,ws,24.81,13410000,25.85,3412000,1.078,17.4,-0.6125,3.386e-08,4.786e-05,5.176e-05,-29.24,-28.88,0.06084,0.3042,0.01987,-0.04097,10780000,-10560000,2.5,-2.75
PV_max_79,tm,ws,ws,25.65,11680000,21.55,3452000,1.259,19.17,-0.8188,3.112e-08,4.33e-05,4.76e-05,-19.56,-23.08,0.06163,0.3081,0.02016,-0.04147,5035000,-3430000,2.25,-2.75
PV_max_80,tm,ws,ws,24.08,14870000,28.61,3402000,0.9398,16,-0.4166,3.629e-08,5.206e-05,5.563e-05,-40.26,-36.71,0.05777,0.2888,0.02057,-0.0372,14410000,-14500000,2.75,-2.75
PV_max_81,tm,wo,tm,24.37,13340000,29.95,3472000,1.166,16.53,-0.5328,3.253e-08,5.045e-05,5.507e-05,-30.47,-30.62,0.05799,0.2899,0.02006,-0.03793,10900000,-11110000,2.5,-2.5
PV_max_82,tm,wo,tm,24.9,11470000,26.96,3528000,1.381,17.58,-0.7382,2.988e-08,4.725e-05,5.224e-05,-20.8,-24.09,0.05742,0.2871,0.01887,-0.03855,4717000,-4572000,2.25,-2.5
PV_max_83,tm,wo,tm,23.83,14900000,31.81,3453000,1.003,15.54,-0.3375,3.488e-08,5.37e-05,5.821e-05,-41.13,-36.77,0.05593,0.2796,0.02154,-0.03439,14660000,-14820000,2.75,-2.5
PV_max_84,tm,wo,tm,24.18,12330000,31.28,3452000,1.352,16.18,-0.3124,3.241e-08,5.059e-05,5.603e-05,-30.17,-29.87,0.05652,0.2826,0.0235,-0.03302,10090000,-9935000,2.5,-2.25
PV_max_85,tm,wo,tm,24.67,10320000,29.95,3515000,1.628,17.11,-0.5145,2.974e-08,4.758e-05,5.338e-05,-20.56,-24.01,0.05544,0.2772,0.02206,-0.03338,4544000,-4133000,2.25,-2.25
PV_max_86,tm,wo,tm,23.67,13940000,33.88,3428000,1.147,15.26,-0.1194,3.477e-08,5.379e-05,5.917e-05,-39.77,-36.47,0.05484,0.2742,0.02509,-0.02975,13450000,-13280000,2.75,-2.25
PV_max_87,tm,wo,tm,24.51,14270000,28.45,3490000,1.019,16.8,-0.757,3.266e-08,5.007e-05,5.431e-05,-30.57,-31.41,0.05911,0.2955,0.01637,-0.04274,11580000,-12290000,2.5,-2.75
PV_max_88,tm,wo,tm,25.1,12510000,25.02,3540000,1.189,17.98,-0.9643,3.001e-08,4.674e-05,5.136e-05,-21.15,-24.51,0.05912,0.2956,0.01539,-0.04373,4810000,-5040000,2.25,-2.75
PV_max_89,tm,wo,tm,23.95,15840000,29.64,3474000,0.8878,15.76,-0.5616,3.5e-08,5.333e-05,5.745e-05,-40.66,-36.78,0.05668,0.2834,0.01772,-0.03896,15670000,-16380000,2.75,-2.75
PV_max_90,tm,wo,wp,24.37,13340000,29.95,3472000,1.166,16.53,-0.5328,3.253e-08,5.045e-05,5.507e-05,-30.47,-30.62,0.05799,0.2899,0.02006,-0.03793,10900000,-11110000,2.5,-2.5
PV_max_91,tm,wo,wp,24.9,11470000,26.96,3528000,1.381,17.58,-0.7382,2.988e-08,4.725e-05,5.224e-05,-20.8,-24.09,0.05742,0.2871,0.01887,-0.03855,4717000,-4572000,2.25,-2.5
PV_max_92,tm,wo,wp,23.83,14900000,31.81,3453000,1.003,15.54,-0.3375,3.488e-08,5.37e-05,5.821e-05,-41.13,-36.77,0.05593,0.2796,0.02154,-0.03439,14660000,-14820000,2.75,-2.5
PV_max_93,tm,wo,wp,24.18,12330000,31.28,3452000,1.352,16.18,-0.3124,3.241e-08,5.059e-05,5.603e-05,-30.17,-29.87,0.05652,0.2826,0.0235,-0.03302,10090000,-9935000,2.5,-2.25
PV_max_94,tm,wo,wp,24.67,10320000,29.95,3515000,1.628,17.11,-0.5145,2.974e-08,4.758e-05,5.338e-05,-20.56,-24.01,0.05544,0.2772,0.02206,-0.03338,4544000,-4133000,2.25,-2.25
PV_max_95,tm,wo,wp,23.67,13940000,33.88,3428000,1.147,15.26,-0.1194,3.477e-08,5.379e-05,5.917e-05,-39.77,-36.47,0.05484,0.2742,0.02509,-0.02975,13450000,-13280000,2.75,-2.25
PV_max_96,tm,wo,wp,24.51,14270000,28.45,3490000,1.019,16.8,-0.757,3.266e-08,5.007e-05,5.431e-05,-30.57,-31.41,0.05911,0.2955,0.01637,-0.04274,11580000,-12290000,2.5,-2.75
PV_max_97,tm,wo,wp,25.1,12510000,25.02,3540000,1.189,17.98,-0.9643,3.001e-08,4.674e-05,5.136e-05,-21.15,-24.51,0.05912,0.2956,0.01539,-0.04373,4810000,-5040000,2.25,-2.75
PV_max_98,tm,wo,wp,23.95,15840000,29.64,3474000,0.8878,15.76,-0.5616,3.5e-08,5.333e-05,5.745e-05,-40.66,-36.78,0.05668,0.2834,0.01772,-0.03896,15670000,-16380000,2.75,-2.75
PV_max_99,tm,wo,ws,24.37,13340000,29.95,3472000,1.166,16.53,-0.5328,3.253e-08,5.045e-05,5.507e-05,-30.47,-30.62,0.05799,0.2899,0.02006,-0.03793,10900000,-11110000,2.5,-2.5
PV_max_100,tm,wo,ws,24.9,11470000,26.96,3528000,1.381,17.58,-0.7382,2.988e-08,4.725e-05,5.224e-05,-20.8,-24.09,0.05742,0.2871,0.01887,-0.03855,4717000,-4572000,2.25,-2.5
PV_max_101,tm,wo,ws,23.83,14900000,31.81,3453000,1.003,15.54,-0.3375,3.488e-08,5.37e-05,5.821e-05,-41.13,-36.77,0.05593,0.2796,0.02154,-0.03439,14660000,-14820000,2.75,-2.5
PV_max_102,tm,wo,ws,24.18,12330000,31.28,3452000,1.352,16.18,-0.3124,3.241e-08,5.059e-05,5.603e-05,-30.17,-29.87,0.05652,0.2826,0.0235,-0.03302,10090000,-9935000,2.5,-2.25
PV_max_103,tm,wo,ws,24.67,10320000,29.95,3515000,1.628,17.11,-0.5145,2.974e-08,4.758e-05,5.338e-05,-20.56,-24.01,0.05544,0.2772,0.02206,-0.03338,4544000,-4133000,2.25,-2.25
PV_max_104,tm,wo,ws,23.67,13940000,33.88,3428000,1.147,15.26,-0.1194,3.477e-08,5.379e-05,5.917e-05,-39.77,-36.47,0.05484,0.2742,0.02509,-0.02975,13450000,-13280000,2.75,-2.25
PV_max_105,tm,wo,ws,24.51,14270000,28.45,3490000,1.019,16.8,-0.757,3.266e-08,5.007e-05,5.431e-05,-30.57,-31.41,0.05911,0.2955,0.01637,-0.04274,11580000,-12290000,2.5,-2.75
PV_max_106,tm,wo,ws,25.1,12510000,25.02,3540000,1.189,17.98,-0.9643,3.001e-08,4.674e-05,5.136e-05,-21.15,-24.51,0.05912,0.2956,0.01539,-0.04373,4810000,-5040000,2.25,-2.75
PV_max_107,tm,wo,ws,23.95,15840000,29.64,3474000,0.8878,15.76,-0.5616,3.5e-08,5.333e-05,5.745e-05,-40.66,-36.78,0.05668,0.2834,0.01772,-0.03896,15670000,-16380000,2.75,-2.75
PV_max_108,tm,wz,tm,24.54,17630000,21.77,3501000,0.7575,16.87,-0.2207,3.377e-08,5.316e-05,5.205e-05,-36.9,-32.93,0.05984,0.2992,0.02516,-0.03468,13340000,-14710000,2.5,-2.5
PV_max_109,tm,wz,tm,25.48,15360000,19.75,3536000,0.8773,18.8,-0.445,3.102e-08,4.774e-05,4.766e-05,-26.31,-24.83,0.06167,0.3083,0.02473,-0.03694,6628000,-4837000,2.25,-2.5
PV_max_110,tm,wz,tm,23.76,19600000,25.02,3488000,0.6655,15.42,-0.007742,3.621e-08,5.827e-05,5.624e-05,-34.72,-37.56,0.05571,0.2785,0.02638,-0.02933,17560000,-19270000,2.75,-2.5
PV_max_111,tm,wz,tm,24.39,16130000,24.5,3474000,0.8641,16.57,-0.007194,3.363e-08,5.305e-05,5.298e-05,-34.61,-32.03,0.05826,0.2913,0.0283,-0.02996,12570000,-13160000,2.5,-2.25
PV_max_112,tm,wz,tm,25.33,14250000,21.44,3515000,1.016,18.48,-0.2268,3.085e-08,4.754e-05,4.841e-05,-26.47,-24.21,0.05959,0.2979,0.0277,-0.03189,6345000,-4401000,2.25,-2.25
PV_max_113,tm,wz,tm,23.57,18290000,25.98,3455000,0.7494,15.08,0.202,3.61e-08,5.826e-05,5.736e-05,-32.97,-37.32,0.05441,0.2721,0.02961,-0.0248,16680000,-17400000,2.75,-2.25
PV_max_114,tm,wz,tm,24.69,18950000,20.12,3524000,0.6721,17.17,-0.4379,3.39e-08,5.305e-05,5.128e-05,-39.3,-33.64,0.06106,0.3053,0.02173,-0.03932,13880000,-16260000,2.5,-2.75
PV_max_115,tm,wz,tm,25.6,16680000,17.82,3554000,0.7683,19.06,-0.6656,3.118e-08,4.773e-05,4.705e-05,-26.24,-25.47,0.06339,0.317,0.02144,-0.04195,6851000,-5275000,2.25,-2.75
PV_max_116,tm,wz,tm,23.93,20800000,24.05,3515000,0.5972,15.72,-0.2231,3.631e-08,5.805e-05,5.532e-05,-36.74,-37.53,0.05671,0.2836,0.02286,-0.03385,18050000,-20810000,2.75,-2.75
PV_max_117,tm,wz,wp,24.54,17630000,21.77,3501000,0.7575,16.87,-0.2207,3.377e-08,5.316e-05,5.205e-05,-36.9,-32.93,0.05984,0.2992,0.02516,-0.03468,13340000,-14710000,2.5,-2.5
PV_max_118,tm,wz,wp,25.48,15360000,19.75,3536000,0.8773,18.8,-0.445,3.102e-08,4.774e-05,4.766e-05,-26.31,-24.83,0.06167,0.3083,0.02473,-0.03694,6628000,-4837000,2.25,-2.5
