Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_max_375,ws,wo,ws,24.51,14250000,28.37,3490000,1.019,16.8,-0.757,3.266e-08,5.007e-05,5.431e-05,-30.57,-31.41,0.05911,0.2955,0.01637,-0.04274,11570000,-12270000,2.5,-2.75
PV_max_376,ws,wo,ws,25.09,12490000,24.9,3540000,1.19,17.97,-0.9643,3.001e-08,4.674e-05,5.136e-05,-21.14,-24.51,0.05912,0.2956,0.01539,-0.04373,4807000,-5035000,2.25,-2.75
PV_max_377,ws,wo,ws,23.95,15820000,29.61,3474000,0.8883,15.75,-0.5616,3.5e-08,5.333e-05,5.745e-05,-40.65,-36.78,0.05668,0.2834,0.01772,-0.03896,15650000,-16350000,2.75,-2.75
PV_max_378,ws,wz,tm,24.54,17590000,21.81,3501000,0.758,16.87,-0.2207,3.377e-08,5.316e-05,5.205e-05,-36.89,-32.93,0.05983,0.2992,0.02516,-0.03468,13330000,-14680000,2.5,-2.5
PV_max_379,ws,wz,tm,25.48,15330000,19.74,3536000,0.8778,18.8,-0.445,3.102e-08,4.774e-05,4.766e-05,-26.31,-24.83,0.06166,0.3083,0.02473,-0.03693,6623000,-4833000,2.25,-2.5
PV_max_380,ws,wz,tm,23.76,19570000,24.92,3488000,0.6659,15.42,-0.007742,3.621e-08,5.827e-05,5.624e-05,-34.72,-37.56,0.05571,0.2785,0.02638,-0.02933,17550000,-19250000,2.75,-2.5
PV_max_381,ws,wz,tm,24.39,16100000,24.5,3474000,0.8646,16.57,-0.007194,3.363e-08,5.305e-05,5.298e-05,-34.61,-32.03,0.05825,0.2913,0.0283,-0.02996,12560000,-13140000,2.5,-2.25
PV_max_382,ws,wz,tm,25.33,14220000,21.4,3515000,1.017,18.48,-0.2268,3.085e-08,4.754e-05,4.841e-05,-26.46,-24.21,0.05958,0.2979,0.0277,-0.03189,6338000,-4396000,2.25,-2.25
PV_max_383,ws,wz,tm,23.57,18260000,26.01,3455000,0.7499,15.08,0.202,3.61e-08,5.826e-05,5.736e-05,-32.97,-37.32,0.05441,0.2721,0.02961,-0.0248,16650000,-17370000,2.75,-2.25
PV_max_384,ws,wz,tm,24.69,18910000,20.02,3524000,0.6726,17.16,-0.4379,3.39e-08,5.305e-05,5.128e-05,-39.29,-33.63,0.06105,0.3053,0.02173,-0.03932,13870000,-16230000,2.5,-2.75
PV_max_385,ws,wz,tm,25.6,16640000,17.85,3554000,0.7688,19.06,-0.6656,3.118e-08,4.773e-05,4.705e-05,-26.23,-25.46,0.06339,0.317,0.02144,-0.04195,6848000,-5269000,2.25,-2.75
PV_max_386,ws,wz,tm,23.93,20760000,23.98,3515000,0.5975,15.72,-0.2231,3.631e-08,5.805e-05,5.532e-05,-36.74,-37.53,0.05671,0.2836,0.02286,-0.03385,18050000,-20790000,2.75,-2.75
PV_max_387,ws,wz,wp,24.54,17590000,21.81,3501000,0.758,16.87,-0.2207,3.377e-08,5.316e-05,5.205e-05,-36.9,-32.93,0.05983,0.2992,0.02516,-0.03468,13330000,-14680000,2.5,-2.5
PV_max_388,ws,wz,wp,25.48,15330000,19.74,3536000,0.8778,18.8,-0.445,3.102e-08,4.774e-05,4.766e-05,-26.31,-24.83,0.06166,0.3083,0.02473,-0.03693,6623000,-4833000,2.25,-2.5
PV_max_389,ws,wz,wp,23.76,19570000,24.92,3488000,0.6659,15.42,-0.007742,3.621e-08,5.827e-05,5.624e-05,-34.72,-37.56,0.05571,0.2785,0.02638,-0.02933,17550000,-19250000,2.75,-2.5
PV_max_390,ws,wz,wp,24.39,16100000,24.5,3474000,0.8646,16.57,-0.007194,3.363e-08,5.305e-05,5.298e-05,-34.61,-32.03,0.05825,0.2913,0.0283,-0.02996,12560000,-13140000,2.5,-2.25
PV_max_391,ws,wz,wp,25.33,14220000,21.4,3515000,1.017,18.48,-0.2268,3.085e-08,4.754e-05,4.841e-05,-26.46,-24.21,0.05958,0.2979,0.0277,-0.03189,6338000,-4396000,2.25,-2.25
PV_max_392,ws,wz,wp,23.57,18260000,26.01,3455000,0.7499,15.08,0.202,3.61e-08,5.826e-05,5.736e-05,-32.97,-37.32,0.05441,0.2721,0.02961,-0.0248,16650000,-17370000,2.75,-2.25
PV_max_393,ws,wz,wp,24.69,18910000,20.02,3524000,0.6726,17.16,-0.4379,3.39e-08,5.305e-05,5.128e-05,-39.29,-33.63,0.06105,0.3053,0.02173,-0.03932,13870000,-16230000,2.5,-2.75
PV_max_394,ws,wz,wp,25.6,16640000,17.85,3554000,0.7688,19.06,-0.6656,3.118e-08,4.773e-05,4.705e-05,-26.23,-25.46,0.06339,0.317,0.02144,-0.04195,6848000,-5269000,2.25,-2.75
PV_max_395,ws,wz,wp,23.93,20760000,23.98,3515000,0.5975,15.72,-0.2231,3.631e-08,5.805e-05,5.532e-05,-36.74,-37.53,0.05671,0.2836,0.02286,-0.03385,18050000,-20790000,2.75,-2.75
PV_max_396,ws,wz,ws,24.54,17590000,21.81,3501000,0.758,16.87,-0.2207,3.377e-08,5.316e-05,5.205e-05,-36.89,-32.93,0.05983,0.2992,0.02516,-0.03468,13330000,-14680000,2.5,-2.5
PV_max_397,ws,wz,ws,25.48,15330000,19.74,3536000,0.8778,18.8,-0.445,3.102e-08,4.774e-05,4.766e-05,-26.31,-24.83,0.06166,0.3083,0.02473,-0.03693,6623000,-4833000,2.25,-2.5
PV_max_398,ws,wz,ws,23.76,19570000,24.92,3488000,0.6659,15.42,-0.007742,3.621e-08,5.827e-05,5.624e-05,-34.72,-37.56,0.05571,0.2785,0.02638,-0.02933,17550000,-19250000,2.75,-2.5
PV_max_399,ws,wz,ws,24.39,16100000,24.5,3474000,0.8646,16.57,-0.007194,3.363e-08,5.305e-05,5.298e-05,-34.61,-32.03,0.05825,0.2913,0.0283,-0.02996,12560000,-13140000,2.5,-2.25
PV_max_400,ws,wz,ws,25.33,14220000,21.4,3515000,1.017,18.48,-0.2268,3.085e-08,4.754e-05,4.841e-05,-26.46,-24.21,0.05958,0.2979,0.0277,-0.03189,6338000,-4396000,2.25,-2.25
PV_max_401,ws,wz,ws,23.57,18260000,26.01,3455000,0.7499,15.08,0.202,3.61e-08,5.826e-05,5.736e-05,-32.97,-37.32,0.05441,0.2721,0.02961,-0.0248,16650000,-17370000,2.75,-2.25
PV_max_402,ws,wz,ws,24.69,18910000,20.02,3524000,0.6726,17.16,-0.4379,3.39e-08,5.305e-05,5.128e-05,-39.29,-33.63,0.06105,0.3053,0.02173,-0.03932,13870000,-16230000,2.5,-2.75
PV_max_403,ws,wz,ws,25.6,16640000,17.85,3554000,0.7688,19.06,-0.6656,3.118e-08,4.773e-05,4.705e-05,-26.23,-25.46,0.06339,0.317,0.02144,-0.04195,6848000,-5269000,2.25,-2.75
PV_max_404,ws,wz,ws,23.93,20760000,23.98,3515000,0.5975,15.72,-0.2231,3.631e-08,5.805e-05,5.532e-05,-36.74,-37.53,0.05671,0.2836,0.02286,-0.03385,18050000,-20790000,2.75,-2.75
