Corner,VDD,VSS,cap_scs,mos_scs,res_scs,temperature,DCGain,GBW,PM,Zin_val,Zout_val,ICMR_Max,ICMR_Min,Out_Swing_Max,Out_Swing_Min,PSRR_VDD_1MHz,PSRR_VSS_1MHz,Vout_Sin_Max,Vout_Sin_Min,Iout_Sin_Max,Iout_Sin_Min
PVT_804,2.5,-2.75,ws,wz,wp,25,27.07,5238000,82.13,7517000,3.633,2.115,-2.48,2.322,-2.48,1.831e-05,0.0001713,1.479,-1.514,0.03029,-0.02959
PVT_805,2.5,-2.75,ws,wz,wp,-25,26.96,5758000,82.23,6451000,3.029,2.138,-2.527,2.338,-2.527,1.285e-05,0.0001586,1.481,-1.513,0.03025,-0.02963
PVT_806,2.5,-2.75,ws,wz,wp,85,27.42,4834000,81.55,8722000,4.339,2.094,-2.423,2.306,-2.423,2.67e-05,0.0001799,1.477,-1.515,0.03031,-0.02954
PVT_807,2.75,-2.75,ws,wz,wp,25,25.41,4692000,85.03,7090000,3.4,2.322,-2.512,2.56,-2.512,2.045e-05,0.0001919,pending,pending,pending,pending
PVT_808,2.75,-2.75,ws,wz,wp,-25,25.44,5214000,85.25,6098000,2.832,2.348,-2.553,2.577,-2.553,1.422e-05,0.0001758,pending,pending,pending,pending
PVT_809,2.75,-2.75,ws,wz,wp,85,25.5,4263000,84.41,8212000,4.066,2.3,-2.462,2.544,-2.462,3.042e-05,0.0002065,pending,pending,pending,pending
PVT_810,2.25,-2.25,tm,tm,ws,25,33.58,6814000,71.52,10490000,4.912,1.89,-1.844,2.097,-1.844,3.177e-05,0.000125,1.479,-1.495,0.0299,-0.02959
PVT_811,2.25,-2.25,tm,tm,ws,-25,34.66,8477000,71.08,9358000,4.128,1.911,-1.914,2.111,-1.914,2.026e-05,0.0001032,1.482,-1.491,0.02981,-0.02964
PVT_812,2.25,-2.25,tm,tm,ws,85,32.4,5441000,72.65,11570000,5.805,1.871,-1.761,2.081,-1.761,4.793e-05,0.0001492,1.476,-1.494,0.02987,-0.02952
PVT_813,2.5,-2.25,tm,tm,ws,25,30.89,5738000,76.58,9642000,4.488,2.106,-1.945,2.335,-1.945,3.765e-05,0.0001505,1.481,-1.5,0.03,-0.02962
PVT_814,2.5,-2.25,tm,tm,ws,-25,30.99,6453000,76.44,8411000,3.759,2.128,-1.998,2.351,-1.998,2.645e-05,0.0001363,1.483,-1.495,0.02989,-0.02966
PVT_815,2.5,-2.25,tm,tm,ws,85,30.8,5107000,76.16,10860000,5.326,2.084,-1.88,2.319,-1.88,5.124e-05,0.000163,1.478,-1.501,0.03003,-0.02957
PVT_816,2.75,-2.25,tm,tm,ws,25,27.49,4382000,81.79,8839000,4.137,2.314,-1.998,2.574,-1.998,4.903e-05,0.0001986,1.482,-1.503,0.03006,-0.02963
PVT_817,2.75,-2.25,tm,tm,ws,-25,27.58,4939000,82.11,7680000,3.455,2.338,-2.041,2.59,-2.041,3.477e-05,0.0001809,1.483,-1.497,0.02995,-0.02967
PVT_818,2.75,-2.25,tm,tm,ws,85,27.65,4046000,81.13,10050000,4.924,2.291,-1.946,2.557,-1.946,6.448e-05,0.0002098,1.479,-1.505,0.0301,-0.02959
PVT_819,2.25,-2.5,tm,tm,ws,25,33.92,7800000,71.77,9813000,4.493,1.875,-2.104,2.085,-2.104,2.452e-05,0.0001094,1.478,-1.513,0.03027,-0.02956
PVT_820,2.25,-2.5,tm,tm,ws,-25,34.62,9342000,71.78,8644000,3.763,1.896,-2.177,2.101,-2.177,1.542e-05,9.34e-05,1.481,-1.513,0.03025,-0.02962
PVT_821,2.25,-2.5,tm,tm,ws,85,33,6388000,72.26,10940000,5.331,1.856,-2.013,2.07,-2.013,3.848e-05,0.0001279,pending,pending,pending,pending
PVT_822,2.5,-2.5,tm,tm,ws,25,30.79,6217000,76.8,8982000,4.141,2.09,-2.192,2.324,-2.192,3.055e-05,0.0001385,1.48,-1.514,0.03028,-0.0296
PVT_823,2.5,-2.5,tm,tm,ws,-25,30.65,6879000,77.32,7769000,3.459,2.112,-2.247,2.34,-2.247,2.098e-05,0.0001286,1.482,-1.513,0.03026,-0.02964
PVT_824,2.5,-2.5,tm,tm,ws,85,31.03,5727000,76.2,10240000,4.928,2.069,-2.123,2.308,-2.123,4.282e-05,0.0001455,1.477,-1.515,0.03029,-0.02955
PVT_825,2.75,-2.5,tm,tm,ws,25,27.62,4868000,81.83,8282000,3.844,2.297,-2.24,2.562,-2.24,3.917e-05,0.00018,1.481,-1.515,0.0303,-0.02961
PVT_826,2.75,-2.5,tm,tm,ws,-25,27.63,5431000,82.12,7164000,3.205,2.322,-2.285,2.578,-2.285,2.673e-05,0.0001655,pending,pending,pending,pending
PVT_827,2.75,-2.5,tm,tm,ws,85,27.91,4508000,81.06,9492000,4.585,2.275,-2.184,2.545,-2.184,5.408e-05,0.0001879,pending,pending,pending,pending
PVT_828,2.25,-2.75,tm,tm,ws,25,33.99,8571000,72.48,9193000,4.144,1.859,-2.364,2.073,-2.364,1.91e-05,9.939e-05,1.477,-1.513,0.03027,-0.02954
PVT_829,2.25,-2.75,tm,tm,ws,-25,34.25,9851000,72.66,7997000,3.462,1.879,-2.437,2.089,-2.437,1.202e-05,8.83e-05,1.48,-1.512,0.03023,-0.02959
PVT_830,2.25,-2.75,tm,tm,ws,85,33.41,7262000,71.96,10370000,4.932,1.841,-2.269,2.057,-2.269,3.085e-05,0.0001127,1.474,-1.515,0.03029,-0.02948
PVT_831,2.5,-2.75,tm,tm,ws,25,30.58,6623000,77.38,8403000,3.847,2.072,-2.44,2.311,-2.44,2.465e-05,0.0001303,1.479,-1.514,0.03028,-0.02958
PVT_832,2.5,-2.75,tm,tm,ws,-25,30.3,7248000,78.16,7227000,3.208,2.095,-2.496,2.328,-2.496,1.652e-05,0.0001229,1.481,-1.512,0.03024,-0.02962
PVT_833,2.5,-2.75,tm,tm,ws,85,31.08,6239000,76.34,9680000,4.588,2.052,-2.369,2.295,-2.369,3.568e-05,0.0001333,1.476,-1.515,0.03031,-0.02952
PVT_834,2.75,-2.75,tm,tm,ws,25,27.76,5356000,81.81,7806000,3.593,2.279,-2.484,2.548,-2.484,3.073e-05,0.0001647,pending,pending,pending,pending
PVT_835,2.75,-2.75,tm,tm,ws,-25,27.74,5925000,82.03,6734000,2.992,2.304,-2.528,2.566,-2.531,2.024e-05,0.000152,pending,pending,pending,pending
PVT_836,2.75,-2.75,tm,tm,ws,85,28.1,4972000,81.07,8995000,4.293,2.258,-2.425,2.532,-2.425,4.471e-05,0.0001708,pending,pending,pending,pending
PVT_837,2.25,-2.25,wp,tm,ws,25,33.58,6824000,71.5,10480000,4.913,1.89,-1.844,2.097,-1.844,3.181e-05,0.0001249,1.479,-1.495,0.0299,-0.02959
PVT_838,2.25,-2.25,wp,tm,ws,-25,34.66,8489000,71.07,9349000,4.129,1.911,-1.914,2.111,-1.914,2.029e-05,0.0001031,1.482,-1.491,0.02982,-0.02964
PVT_839,2.25,-2.25,wp,tm,ws,85,32.4,5448000,72.64,11560000,5.806,1.871,-1.761,2.081,-1.761,4.798e-05,0.000149,1.476,-1.494,0.02988,-0.02952
PVT_840,2.5,-2.25,wp,tm,ws,25,30.89,5745000,76.57,9633000,4.489,2.106,-1.945,2.335,-1.945,3.77e-05,0.0001504,1.481,-1.5,0.03,-0.02962
PVT_841,2.5,-2.25,wp,tm,ws,-25,30.99,6461000,76.43,8403000,3.759,2.128,-1.998,2.351,-1.998,2.649e-05,0.0001362,1.483,-1.495,0.0299,-0.02966
PVT_842,2.5,-2.25,wp,tm,ws,85,30.8,5114000,76.15,10850000,5.327,2.084,-1.88,2.319,-1.88,5.129e-05,0.0001629,1.478,-1.501,0.03003,-0.02957
PVT_843,2.75,-2.25,wp,tm,ws,25,27.49,4387000,81.78,8832000,4.137,2.314,-1.998,2.574,-1.998,4.91e-05,0.0001985,1.482,-1.503,0.03006,-0.02963
PVT_844,2.75,-2.25,wp,tm,ws,-25,27.58,4945000,82.1,7674000,3.456,2.338,-2.041,2.59,-2.041,3.483e-05,0.0001808,1.483,-1.498,0.02995,-0.02967
PVT_845,2.75,-2.25,wp,tm,ws,85,27.65,4051000,81.12,10050000,4.924,2.291,-1.946,2.557,-1.946,6.456e-05,0.0002097,1.479,-1.505,0.0301,-0.02959
PVT_846,2.25,-2.5,wp,tm,ws,25,33.92,7811000,71.76,9803000,4.494,1.875,-2.104,2.085,-2.104,2.455e-05,0.0001094,1.478,-1.513,0.03027,-0.02956
PVT_847,2.25,-2.5,wp,tm,ws,-25,34.62,9354000,71.76,8635000,3.764,1.896,-2.177,2.101,-2.177,1.545e-05,9.334e-05,1.481,-1.513,0.03025,-0.02962
PVT_848,2.25,-2.5,wp,tm,ws,85,33,6398000,72.24,10930000,5.332,1.856,-2.013,2.07,-2.013,3.852e-05,0.0001278,1.475,-1.513,0.03027,-0.0295
PVT_849,2.5,-2.5,wp,tm,ws,25,30.79,6225000,76.79,8975000,4.141,2.09,-2.192,2.324,-2.192,3.06e-05,0.0001385,1.48,-1.514,0.03028,-0.0296
PVT_850,2.5,-2.5,wp,tm,ws,-25,30.65,6887000,77.31,7762000,3.459,2.112,-2.247,2.34,-2.247,2.102e-05,0.0001285,1.482,-1.513,0.03026,-0.02964
PVT_851,2.5,-2.5,wp,tm,ws,85,31.03,5734000,76.19,10230000,4.929,2.069,-2.123,2.308,-2.123,4.288e-05,0.0001454,pending,pending,pending,pending
PVT_852,2.75,-2.5,wp,tm,ws,25,27.62,4874000,81.82,8275000,3.844,2.297,-2.24,2.562,-2.24,3.924e-05,0.0001799,1.481,-1.515,0.0303,-0.02961
PVT_853,2.75,-2.5,wp,tm,ws,-25,27.63,5436000,82.11,7158000,3.205,2.322,-2.285,2.578,-2.285,2.679e-05,0.0001654,pending,pending,pending,pending
PVT_854,2.75,-2.5,wp,tm,ws,85,27.91,4513000,81.05,9484000,4.586,2.275,-2.184,2.545,-2.184,5.416e-05,0.0001878,pending,pending,pending,pending
PVT_855,2.25,-2.75,wp,tm,ws,25,33.99,8583000,72.47,9184000,4.145,1.859,-2.364,2.073,-2.364,1.913e-05,9.933e-05,1.477,-1.513,0.03027,-0.02954
PVT_856,2.25,-2.75,wp,tm,ws,-25,34.25,9866000,72.65,7989000,3.463,1.879,-2.437,2.089,-2.437,1.204e-05,8.824e-05,1.48,-1.512,0.03023,-0.02959
PVT_857,2.25,-2.75,wp,tm,ws,85,33.41,7273000,71.95,10360000,4.933,1.841,-2.269,2.057,-2.269,3.089e-05,0.0001126,1.474,-1.515,0.03029,-0.02948
PVT_858,2.5,-2.75,wp,tm,ws,25,30.58,6632000,77.37,8396000,3.847,2.072,-2.44,2.311,-2.44,2.469e-05,0.0001302,1.479,-1.514,0.03028,-0.02958
PVT_859,2.5,-2.75,wp,tm,ws,-25,30.3,7257000,78.15,7221000,3.208,2.095,-2.496,2.328,-2.496,1.656e-05,0.0001228,1.481,-1.512,0.03024,-0.02962
PVT_860,2.5,-2.75,wp,tm,ws,85,31.08,6247000,76.33,9671000,4.589,2.052,-2.369,2.295,-2.369,3.573e-05,0.0001332,1.476,-1.515,0.03031,-0.02952
PVT_861,2.75,-2.75,wp,tm,ws,25,27.76,5362000,81.81,7799000,3.593,2.279,-2.484,2.548,-2.484,3.079e-05,0.0001645,pending,pending,pending,pending
PVT_862,2.75,-2.75,wp,tm,ws,-25,27.74,5931000,82.02,6728000,2.993,2.304,-2.528,2.566,-2.531,2.028e-05,0.0001519,pending,pending,pending,pending
PVT_863,2.75,-2.75,wp,tm,ws,85,28.1,4979000,81.07,8988000,4.293,2.258,-2.425,2.532,-2.425,4.478e-05,0.0001707,pending,pending,pending,pending
PVT_864,2.25,-2.25,ws,tm,ws,25,33.58,6803000,71.54,10500000,4.912,1.89,-1.844,2.097,-1.844,3.173e-05,0.0001251,1.479,-1.495,0.0299,-0.02959
PVT_865,2.25,-2.25,ws,tm,ws,-25,34.66,8465000,71.09,9367000,4.127,1.911,-1.914,2.111,-1.914,2.023e-05,0.0001032,1.482,-1.491,0.02981,-0.02964
PVT_866,2.25,-2.25,ws,tm,ws,85,32.4,5434000,72.67,11580000,5.804,1.871,-1.761,2.081,-1.761,4.788e-05,0.0001493,1.476,-1.494,0.02987,-0.02952
PVT_867,2.5,-2.25,ws,tm,ws,25,30.89,5731000,76.6,9650000,4.488,2.106,-1.945,2.335,-1.945,3.76e-05,0.0001506,1.481,-1.5,0.03,-0.02962
PVT_868,2.5,-2.25,ws,tm,ws,-25,30.99,6446000,76.44,8418000,3.758,2.128,-1.998,2.351,-1.998,2.64e-05,0.0001364,1.483,-1.495,0.02989,-0.02966
PVT_869,2.5,-2.25,ws,tm,ws,85,30.8,5101000,76.17,10870000,5.325,2.084,-1.88,2.319,-1.88,5.118e-05,0.0001631,1.478,-1.501,0.03002,-0.02957
PVT_870,2.75,-2.25,ws,tm,ws,25,27.49,4378000,81.8,8846000,4.136,2.314,-1.998,2.574,-1.998,4.895e-05,0.0001988,1.482,-1.503,0.03006,-0.02963
PVT_871,2.75,-2.25,ws,tm,ws,-25,27.58,4934000,82.11,7686000,3.455,2.338,-2.041,2.59,-2.041,3.471e-05,0.000181,1.483,-1.497,0.02995,-0.02967
PVT_872,2.75,-2.25,ws,tm,ws,85,27.65,4042000,81.14,10060000,4.923,2.291,-1.946,2.557,-1.946,6.439e-05,0.00021,1.479,-1.505,0.0301,-0.02959
PVT_873,2.25,-2.5,ws,tm,ws,25,33.92,7789000,71.78,9822000,4.492,1.875,-2.104,2.085,-2.104,2.448e-05,0.0001095,1.478,-1.513,0.03027,-0.02956
PVT_874,2.25,-2.5,ws,tm,ws,-25,34.62,9329000,71.79,8653000,3.763,1.896,-2.177,2.101,-2.177,1.54e-05,9.347e-05,1.481,-1.513,0.03025,-0.02962
PVT_875,2.25,-2.5,ws,tm,ws,85,33,6378000,72.27,10950000,5.33,1.856,-2.013,2.07,-2.013,3.843e-05,0.000128,1.475,-1.513,0.03027,-0.0295
PVT_876,2.5,-2.5,ws,tm,ws,25,30.79,6210000,76.81,8990000,4.14,2.09,-2.192,2.324,-2.192,3.051e-05,0.0001386,1.48,-1.514,0.03028,-0.0296
PVT_877,2.5,-2.5,ws,tm,ws,-25,30.65,6870000,77.32,7776000,3.458,2.112,-2.247,2.34,-2.247,2.094e-05,0.0001287,1.482,-1.513,0.03026,-0.02964
PVT_878,2.5,-2.5,ws,tm,ws,85,31.03,5719000,76.21,10250000,4.927,2.069,-2.123,2.308,-2.123,4.277e-05,0.0001456,1.477,-1.515,0.03029,-0.02955
PVT_879,2.75,-2.5,ws,tm,ws,25,27.62,4862000,81.83,8289000,3.843,2.297,-2.24,2.562,-2.24,3.911e-05,0.0001802,pending,pending,pending,pending
PVT_880,2.75,-2.5,ws,tm,ws,-25,27.63,5425000,82.13,7170000,3.204,2.322,-2.285,2.578,-2.285,2.668e-05,0.0001656,pending,pending,pending,pending
PVT_881,2.75,-2.5,ws,tm,ws,85,27.91,4503000,81.07,9500000,4.584,2.275,-2.184,2.545,-2.184,5.401e-05,0.0001881,pending,pending,pending,pending
PVT_882,2.25,-2.75,ws,tm,ws,25,33.99,8559000,72.49,9202000,4.144,1.859,-2.364,2.073,-2.364,1.907e-05,9.946e-05,1.477,-1.513,0.03027,-0.02954
PVT_883,2.25,-2.75,ws,tm,ws,-25,34.25,9835000,72.67,8005000,3.462,1.879,-2.437,2.089,-2.437,1.199e-05,8.836e-05,1.48,-1.512,0.03023,-0.02959
PVT_884,2.25,-2.75,ws,tm,ws,85,33.41,7252000,71.97,10380000,4.931,1.841,-2.269,2.057,-2.269,3.081e-05,0.0001128,1.474,-1.515,0.03029,-0.02948
PVT_885,2.5,-2.75,ws,tm,ws,25,30.58,6615000,77.39,8411000,3.846,2.072,-2.44,2.311,-2.44,2.46e-05,0.0001304,1.479,-1.514,0.03028,-0.02958
PVT_886,2.5,-2.75,ws,tm,ws,-25,30.3,7240000,78.16,7234000,3.207,2.095,-2.496,2.328,-2.496,1.648e-05,0.000123,1.481,-1.512,0.03024,-0.02962
PVT_887,2.5,-2.75,ws,tm,ws,85,31.08,6232000,76.35,9688000,4.588,2.052,-2.369,2.295,-2.369,3.563e-05,0.0001334,1.476,-1.515,0.03031,-0.02952
PVT_888,2.75,-2.75,ws,tm,ws,25,27.76,5350000,81.82,7812000,3.592,2.279,-2.484,2.548,-2.484,3.067e-05,0.0001648,pending,pending,pending,pending
PVT_889,2.75,-2.75,ws,tm,ws,-25,27.74,5919000,82.04,6739000,2.992,2.304,-2.528,2.566,-2.531,2.019e-05,0.0001521,pending,pending,pending,pending
PVT_890,2.75,-2.75,ws,tm,ws,85,28.1,4966000,81.08,9003000,4.292,2.258,-2.425,2.532,-2.425,4.464e-05,0.0001709,pending,pending,pending,pending
PVT_891,2.25,-2.25,tm,wp,ws,25,29.26,5383000,78.31,9399000,4.329,1.888,-1.964,2.099,-1.964,2.063e-05,0.0001675,1.479,-1.508,0.03016,-0.02958
PVT_892,2.25,-2.25,tm,wp,ws,-25,29.16,6017000,78.02,8209000,3.651,1.907,-2.01,2.114,-2.01,1.507e-05,0.0001537,1.481,-1.507,0.03014,-0.02963
PVT_893,2.25,-2.25,tm,wp,ws,85,29.37,4891000,78.04,10580000,5.099,1.869,-1.909,2.084,-1.909,2.848e-05,0.0001803,1.477,-1.508,0.03016,-0.02954
PVT_894,2.5,-2.25,tm,wp,ws,25,25.91,4154000,83.36,8616000,3.971,2.103,-2.013,2.339,-2.013,2.695e-05,0.0002186,pending,pending,pending,pending
PVT_895,2.5,-2.25,tm,wp,ws,-25,25.83,4590000,83.69,7507000,3.339,2.125,-2.051,2.354,-2.051,1.983e-05,0.0002017,1.483,-1.509,0.03017,-0.02965
PVT_896,2.5,-2.25,tm,wp,ws,85,26.13,3786000,83.1,9766000,4.695,2.084,-1.968,2.323,-1.968,3.658e-05,0.0002327,1.479,-1.51,0.03021,-0.02958
PVT_897,2.75,-2.25,tm,wp,ws,25,24.06,3673000,86.57,8059000,3.672,2.311,-2.044,2.577,-2.044,3.06e-05,0.0002481,pending,pending,pending,pending
PVT_898,2.75,-2.25,tm,wp,ws,-25,24.06,4062000,86.79,7019000,3.08,2.335,-2.078,2.593,-2.078,2.242e-05,0.0002278,pending,pending,pending,pending
PVT_899,2.75,-2.25,tm,wp,ws,85,24.13,3328000,86.35,9152000,4.354,2.29,-2.005,2.562,-2.005,4.196e-05,0.0002676,pending,pending,pending,pending
PVT_900,2.25,-2.5,tm,wp,ws,25,28.96,5794000,78.87,8668000,3.974,1.872,-2.214,2.088,-2.214,1.67e-05,0.0001569,1.478,-1.513,0.03026,-0.02956
PVT_901,2.25,-2.5,tm,wp,ws,-25,28.67,6323000,78.9,7510000,3.342,1.892,-2.261,2.103,-2.261,1.216e-05,0.000147,1.48,-1.512,0.03025,-0.02961
PVT_902,2.25,-2.5,tm,wp,ws,85,29.37,5364000,78.43,9881000,4.698,1.854,-2.156,2.073,-2.156,2.315e-05,0.0001639,1.476,-1.514,0.03027,-0.02951
PVT_903,2.5,-2.5,tm,wp,ws,25,25.99,4584000,83.56,8015000,3.675,2.087,-2.258,2.327,-2.258,2.121e-05,0.0001991,pending,pending,pending,pending
PVT_904,2.5,-2.5,tm,wp,ws,-25,25.84,5012000,83.89,6951000,3.083,2.109,-2.298,2.343,-2.298,1.535e-05,0.000185,pending,pending,pending,pending
PVT_905,2.5,-2.5,tm,wp,ws,85,26.29,4237000,82.95,9155000,4.357,2.068,-2.21,2.311,-2.21,2.948e-05,0.0002097,pending,pending,pending,pending
PVT_906,2.75,-2.5,tm,wp,ws,25,24.39,4126000,86.25,7549000,3.422,2.295,-2.287,2.565,-2.287,2.358e-05,0.0002212,pending,pending,pending,pending
PVT_907,2.75,-2.5,tm,wp,ws,-25,24.37,4542000,86.68,6554000,2.866,2.319,-2.322,2.582,-2.322,1.694e-05,0.000204,pending,pending,pending,pending
PVT_908,2.75,-2.5,tm,wp,ws,85,24.5,3773000,85.78,8622000,4.065,2.274,-2.245,2.549,-2.245,3.327e-05,0.0002373,pending,pending,pending,pending
PVT_909,2.25,-2.75,tm,wp,ws,25,28.59,6107000,79.45,8042000,3.678,1.855,-2.464,2.076,-2.464,1.352e-05,0.0001497,pending,pending,pending,pending
PVT_910,2.25,-2.75,tm,wp,ws,-25,28.22,6562000,79.96,6934000,3.086,1.875,-2.51,2.091,-2.512,9.759e-06,0.0001419,pending,pending,pending,pending
PVT_911,2.25,-2.75,tm,wp,ws,85,29.2,5769000,78.89,9251000,4.36,1.838,-2.404,2.06,-2.404,1.89e-05,0.0001531,pending,pending,pending,pending
PVT_912,2.5,-2.75,tm,wp,ws,25,26.06,4996000,83.7,7506000,3.425,2.069,-2.503,2.314,-2.503,1.653e-05,0.0001829,pending,pending,pending,pending
PVT_913,2.5,-2.75,tm,wp,ws,-25,25.9,5440000,83.97,6493000,2.869,2.091,-2.513,2.331,-2.544,1.177e-05,0.0001707,pending,pending,pending,pending
PVT_914,2.5,-2.75,tm,wp,ws,85,26.41,4662000,83.09,8621000,4.068,2.05,-2.453,2.298,-2.453,2.354e-05,0.0001916,pending,pending,pending,pending
PVT_915,2.75,-2.75,tm,wp,ws,25,24.75,4609000,86.12,7119000,3.207,2.276,-2.512,2.552,-2.53,1.793e-05,0.0001983,pending,pending,pending,pending
PVT_916,2.75,-2.75,tm,wp,ws,-25,24.73,5122000,86.42,6170000,2.684,2.301,-2.514,2.569,-2.567,1.264e-05,0.0001831,pending,pending,pending,pending
PVT_917,2.75,-2.75,tm,wp,ws,85,24.87,4229000,85.51,8164000,3.815,2.256,-2.486,2.536,-2.486,2.599e-05,0.0002121,pending,pending,pending,pending
PVT_918,2.25,-2.25,wp,wp,ws,25,29.26,5389000,78.3,9391000,4.329,1.888,-1.964,2.099,-1.964,2.066e-05,0.0001674,1.479,-1.508,0.03016,-0.02958
PVT_919,2.25,-2.25,wp,wp,ws,-25,29.16,6025000,78.01,8202000,3.651,1.907,-2.01,2.114,-2.01,1.51e-05,0.0001536,1.481,-1.507,0.03014,-0.02963
PVT_920,2.25,-2.25,wp,wp,ws,85,29.37,4897000,78.03,10570000,5.1,1.869,-1.909,2.084,-1.909,2.852e-05,0.0001801,1.477,-1.508,0.03016,-0.02954
PVT_921,2.5,-2.25,wp,wp,ws,25,25.91,4159000,83.35,8609000,3.971,2.103,-2.013,2.339,-2.013,2.7e-05,0.0002185,1.481,-1.51,0.0302,-0.02961
PVT_922,2.5,-2.25,wp,wp,ws,-25,25.83,4595000,83.68,7501000,3.339,2.125,-2.051,2.354,-2.051,1.988e-05,0.0002016,pending,pending,pending,pending
PVT_923,2.5,-2.25,wp,wp,ws,85,26.13,3790000,83.09,9758000,4.695,2.084,-1.968,2.323,-1.968,3.664e-05,0.0002325,1.479,-1.51,0.03021,-0.02958
PVT_924,2.75,-2.25,wp,wp,ws,25,24.06,3676000,86.56,8053000,3.673,2.311,-2.044,2.577,-2.044,3.066e-05,0.000248,pending,pending,pending,pending
PVT_925,2.75,-2.25,wp,wp,ws,-25,24.06,4066000,86.79,7013000,3.081,2.335,-2.078,2.593,-2.078,2.247e-05,0.0002276,pending,pending,pending,pending
PVT_926,2.75,-2.25,wp,wp,ws,85,24.13,3331000,86.35,9145000,4.354,2.29,-2.005,2.562,-2.005,4.203e-05,0.0002674,pending,pending,pending,pending
PVT_927,2.25,-2.5,wp,wp,ws,25,28.96,5802000,78.86,8660000,3.975,1.872,-2.214,2.088,-2.214,1.674e-05,0.0001568,1.478,-1.513,0.03027,-0.02956
PVT_928,2.25,-2.5,wp,wp,ws,-25,28.67,6330000,78.9,7503000,3.342,1.892,-2.261,2.103,-2.261,1.219e-05,0.0001469,1.48,-1.512,0.03025,-0.02961
PVT_929,2.25,-2.5,wp,wp,ws,85,29.37,5371000,78.42,9872000,4.699,1.854,-2.156,2.073,-2.156,2.319e-05,0.0001638,1.476,-1.514,0.03027,-0.02951
PVT_930,2.5,-2.5,wp,wp,ws,25,25.99,4589000,83.55,8008000,3.676,2.087,-2.258,2.327,-2.258,2.125e-05,0.0001989,pending,pending,pending,pending
PVT_931,2.5,-2.5,wp,wp,ws,-25,25.84,5017000,83.88,6945000,3.084,2.109,-2.298,2.343,-2.298,1.538e-05,0.0001849,pending,pending,pending,pending
PVT_932,2.5,-2.5,wp,wp,ws,85,26.29,4242000,82.94,9147000,4.358,2.068,-2.21,2.311,-2.21,2.953e-05,0.0002095,pending,pending,pending,pending
PVT_933,2.75,-2.5,wp,wp,ws,25,24.39,4131000,86.25,7543000,3.422,2.295,-2.287,2.565,-2.287,2.363e-05,0.0002211,pending,pending,pending,pending
PVT_934,2.75,-2.5,wp,wp,ws,-25,24.37,4546000,86.68,6549000,2.867,2.319,-2.322,2.582,-2.322,1.698e-05,0.0002038,pending,pending,pending,pending
PVT_935,2.75,-2.5,wp,wp,ws,85,24.5,3777000,85.77,8615000,4.066,2.274,-2.245,2.549,-2.245,3.333e-05,0.0002371,pending,pending,pending,pending
PVT_936,2.25,-2.75,wp,wp,ws,25,28.59,6115000,79.43,8034000,3.679,1.855,-2.464,2.076,-2.464,1.355e-05,0.0001496,pending,pending,pending,pending
PVT_937,2.25,-2.75,wp,wp,ws,-25,28.22,6569000,79.95,6927000,3.087,1.875,-2.51,2.091,-2.512,9.783e-06,0.0001418,pending,pending,pending,pending
PVT_938,2.25,-2.75,wp,wp,ws,85,29.2,5777000,78.88,9243000,4.361,1.838,-2.404,2.06,-2.404,1.893e-05,0.000153,pending,pending,pending,pending
PVT_939,2.5,-2.75,wp,wp,ws,25,26.06,5002000,83.69,7500000,3.425,2.069,-2.503,2.314,-2.503,1.657e-05,0.0001828,pending,pending,pending,pending
PVT_940,2.5,-2.75,wp,wp,ws,-25,25.9,5446000,83.96,6487000,2.869,2.091,-2.513,2.331,-2.544,1.18e-05,0.0001706,pending,pending,pending,pending
PVT_941,2.5,-2.75,wp,wp,ws,85,26.41,4667000,83.08,8614000,4.069,2.05,-2.453,2.298,-2.453,2.358e-05,0.0001915,pending,pending,pending,pending
PVT_942,2.75,-2.75,wp,wp,ws,25,24.75,4614000,86.11,7113000,3.208,2.276,-2.512,2.552,-2.53,1.797e-05,0.0001981,pending,pending,pending,pending
PVT_943,2.75,-2.75,wp,wp,ws,-25,24.73,5127000,86.41,6165000,2.684,2.301,-2.514,2.569,-2.567,1.268e-05,0.000183,pending,pending,pending,pending
PVT_944,2.75,-2.75,wp,wp,ws,85,24.87,4233000,85.5,8158000,3.816,2.256,-2.486,2.536,-2.486,2.604e-05,0.000212,pending,pending,pending,pending
PVT_945,2.25,-2.25,ws,wp,ws,25,29.26,5376000,78.32,9407000,4.328,1.888,-1.964,2.099,-1.964,2.059e-05,0.0001676,pending,pending,pending,pending
PVT_946,2.25,-2.25,ws,wp,ws,-25,29.16,6009000,78.04,8217000,3.65,1.907,-2.01,2.114,-2.01,1.505e-05,0.0001539,1.481,-1.507,0.03014,-0.02963
PVT_947,2.25,-2.25,ws,wp,ws,85,29.37,4885000,78.05,10590000,5.098,1.869,-1.909,2.084,-1.909,2.844e-05,0.0001804,1.477,-1.508,0.03016,-0.02954
PVT_948,2.5,-2.25,ws,wp,ws,25,25.91,4149000,83.36,8623000,3.97,2.103,-2.013,2.339,-2.013,2.69e-05,0.0002188,1.481,-1.51,0.0302,-0.02961
PVT_949,2.5,-2.25,ws,wp,ws,-25,25.83,4585000,83.69,7513000,3.338,2.125,-2.051,2.354,-2.051,1.979e-05,0.0002019,1.483,-1.508,0.03017,-0.02965
PVT_950,2.5,-2.25,ws,wp,ws,85,26.13,3782000,83.11,9774000,4.694,2.084,-1.968,2.323,-1.968,3.653e-05,0.0002329,1.479,-1.51,0.03021,-0.02958
