Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_mid_11,tm,tm,wp,22.12,18010000,35.76,3433000,0.7886,12.76,0.03426,3.881e-08,6.347e-05,6.639e-05,-35.03,-41,0.04671,0.2335,0.02271,-0.02399,14480000,-16720000,2.75,-2.5
PV_mid_12,tm,tm,wp,21.93,14800000,39.2,3405000,1.041,12.49,0.05126,3.72e-08,6.354e-05,6.878e-05,-36.61,-39.7,0.04514,0.2257,0.02258,-0.02256,10030000,-12240000,2.5,-2.25
PV_mid_13,tm,tm,wp,21.44,13150000,40.44,3413000,1.234,11.81,-0.1432,3.612e-08,6.709e-05,7.399e-05,-41.16,-40.24,0.0428,0.214,0.01817,-0.02464,5300000,-7218000,2.25,-2.25
PV_mid_14,tm,tm,wp,21.85,16580000,39.04,3399000,0.8953,12.38,0.2393,3.88e-08,6.409e-05,6.843e-05,-33.86,-40.9,0.04518,0.2259,0.02586,-0.01932,14000000,-15370000,2.75,-2.25
PV_mid_15,tm,tm,wp,22.54,17390000,33.56,3456000,0.7962,13.4,-0.3695,3.707e-08,6.137e-05,6.421e-05,-40.37,-39.7,0.04866,0.2433,0.01632,-0.03235,10490000,-14300000,2.5,-2.75
PV_mid_16,tm,tm,wp,22.37,15310000,34.58,3457000,0.9159,13.14,-0.5714,3.549e-08,6.265e-05,6.679e-05,-45.47,-39.26,0.04745,0.2373,0.01231,-0.03514,5690000,-8506000,2.25,-2.75
PV_mid_17,tm,tm,wp,22.38,19280000,32.43,3460000,0.7025,13.15,-0.1763,3.883e-08,6.27e-05,6.471e-05,-36.22,-40.97,0.048,0.24,0.01932,-0.02868,14500000,-17620000,2.75,-2.75
PV_mid_18,tm,tm,ws,22.27,15930000,36.45,3433000,0.9045,12.98,-0.1572,3.711e-08,6.247e-05,6.625e-05,-38.38,-39.73,0.04704,0.2352,0.01957,-0.02748,10360000,-13470000,2.5,-2.5
PV_mid_19,tm,tm,ws,21.96,14250000,36.74,3437000,1.055,12.53,-0.356,3.575e-08,6.475e-05,6.995e-05,-43.43,-39.68,0.04528,0.2264,0.01535,-0.02994,5521000,-7905000,2.25,-2.5
PV_mid_20,tm,tm,ws,22.12,18010000,35.76,3433000,0.7886,12.76,0.03426,3.881e-08,6.347e-05,6.639e-05,-35.03,-41,0.04671,0.2335,0.02271,-0.02399,14480000,-16720000,2.75,-2.5
PV_mid_21,tm,tm,ws,21.93,14800000,39.2,3405000,1.041,12.49,0.05126,3.72e-08,6.354e-05,6.878e-05,-36.61,-39.7,0.04514,0.2257,0.02258,-0.02256,10030000,-12240000,2.5,-2.25
PV_mid_22,tm,tm,ws,21.44,13150000,40.44,3413000,1.234,11.81,-0.1432,3.612e-08,6.709e-05,7.399e-05,-41.16,-40.24,0.0428,0.214,0.01817,-0.02464,5300000,-7218000,2.25,-2.25
PV_mid_23,tm,tm,ws,21.85,16580000,39.04,3399000,0.8953,12.38,0.2393,3.88e-08,6.409e-05,6.843e-05,-33.86,-40.9,0.04518,0.2259,0.02586,-0.01932,14000000,-15370000,2.75,-2.25
PV_mid_24,tm,tm,ws,22.54,17390000,33.56,3456000,0.7962,13.4,-0.3695,3.707e-08,6.137e-05,6.421e-05,-40.37,-39.7,0.04866,0.2433,0.01632,-0.03235,10490000,-14300000,2.5,-2.75
PV_mid_25,tm,tm,ws,22.37,15310000,34.58,3457000,0.9159,13.14,-0.5714,3.549e-08,6.265e-05,6.679e-05,-45.47,-39.26,0.04745,0.2373,0.01231,-0.03514,5690000,-8506000,2.25,-2.75
PV_mid_26,tm,tm,ws,22.38,19280000,32.43,3460000,0.7025,13.15,-0.1763,3.883e-08,6.27e-05,6.471e-05,-36.22,-40.97,0.048,0.24,0.01932,-0.02868,14500000,-17620000,2.75,-2.75
PV_mid_27,tm,wp,tm,21.82,19750000,34.63,3523000,0.705,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9745000,-14180000,2.5,-2.5
PV_mid_28,tm,wp,tm,20.99,17610000,39.09,3531000,0.8129,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.77,-42.53,0.04116,0.2058,0.0135,-0.02766,5553000,-8374000,2.25,-2.5
PV_mid_29,tm,wp,tm,21.93,21610000,35.12,3519000,0.6209,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.04,0.04547,0.2274,0.02265,-0.02282,13780000,-19340000,2.75,-2.5
PV_mid_30,tm,wp,tm,21.38,18290000,38.87,3493000,0.8027,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37.01,-40.6,0.04259,0.213,0.02174,-0.02085,9912000,-13770000,2.5,-2.25
PV_mid_31,tm,wp,tm,20.37,15910000,42.38,3507000,0.9392,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5439000,-8155000,2.25,-2.25
PV_mid_32,tm,wp,tm,21.61,20260000,37.03,3483000,0.6983,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17990000,2.75,-2.25
PV_mid_33,tm,wp,tm,22.18,21080000,32.47,3548000,0.6266,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9418000,-14350000,2.5,-2.75
PV_mid_34,tm,wp,tm,21.54,19090000,35.46,3553000,0.7135,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.31,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8454000,2.25,-2.75
PV_mid_35,tm,wp,tm,22.2,22890000,33.14,3548000,0.5578,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13020000,-20450000,2.75,-2.75
PV_mid_36,tm,wp,wp,21.82,19750000,34.63,3523000,0.705,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9745000,-14180000,2.5,-2.5
PV_mid_37,tm,wp,wp,20.99,17610000,39.09,3531000,0.8129,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.77,-42.53,0.04116,0.2058,0.0135,-0.02766,5553000,-8374000,2.25,-2.5
PV_mid_38,tm,wp,wp,21.93,21610000,35.12,3519000,0.6209,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.04,0.04547,0.2274,0.02265,-0.02282,13780000,-19340000,2.75,-2.5
PV_mid_39,tm,wp,wp,21.38,18290000,38.87,3493000,0.8027,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37.01,-40.6,0.04259,0.213,0.02174,-0.02085,9912000,-13770000,2.5,-2.25
PV_mid_40,tm,wp,wp,20.37,15910000,42.38,3507000,0.9392,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5439000,-8155000,2.25,-2.25
PV_mid_41,tm,wp,wp,21.61,20260000,37.03,3483000,0.6983,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17990000,2.75,-2.25
PV_mid_42,tm,wp,wp,22.18,21080000,32.47,3548000,0.6266,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9418000,-14350000,2.5,-2.75
PV_mid_43,tm,wp,wp,21.54,19090000,35.46,3553000,0.7135,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.31,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8454000,2.25,-2.75
PV_mid_44,tm,wp,wp,22.2,22890000,33.14,3548000,0.5578,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13020000,-20450000,2.75,-2.75
PV_mid_45,tm,wp,ws,21.82,19750000,34.63,3523000,0.705,12.33,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9745000,-14180000,2.5,-2.5
PV_mid_46,tm,wp,ws,20.99,17610000,39.09,3531000,0.8129,11.2,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.77,-42.53,0.04116,0.2058,0.0135,-0.02766,5553000,-8374000,2.25,-2.5
PV_mid_47,tm,wp,ws,21.93,21610000,35.12,3519000,0.6209,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.04,0.04547,0.2274,0.02265,-0.02282,13780000,-19340000,2.75,-2.5
PV_mid_48,tm,wp,ws,21.38,18290000,38.87,3493000,0.8027,11.72,0.07457,3.763e-08,7.109e-05,7.269e-05,-37.01,-40.6,0.04259,0.213,0.02174,-0.02085,9912000,-13770000,2.5,-2.25
PV_mid_49,tm,wp,ws,20.37,15910000,42.38,3507000,0.9392,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.01,-43.64,0.03849,0.1925,0.01624,-0.02225,5439000,-8155000,2.25,-2.25
PV_mid_50,tm,wp,ws,21.61,20260000,37.03,3483000,0.6983,12.03,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14240000,-17990000,2.75,-2.25
PV_mid_51,tm,wp,ws,22.18,21080000,32.47,3548000,0.6266,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9418000,-14350000,2.5,-2.75
PV_mid_52,tm,wp,ws,21.54,19090000,35.46,3553000,0.7135,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.31,-41.61,0.04354,0.2177,0.01055,-0.03299,5621000,-8454000,2.25,-2.75
PV_mid_53,tm,wp,ws,22.2,22890000,33.14,3548000,0.5578,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13020000,-20450000,2.75,-2.75
PV_mid_54,tm,ws,tm,22.63,12950000,36.32,3340000,1.213,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.5,-39.3,0.04913,0.2456,0.02015,-0.02898,9497000,-10460000,2.5,-2.5
PV_mid_55,tm,ws,tm,22.65,11310000,37.41,3344000,1.429,13.57,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.36,-36.26,0.04887,0.2444,0.01695,-0.03192,5014000,-5379000,2.25,-2.5
PV_mid_56,tm,ws,tm,22.34,14340000,38.15,3342000,1.049,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.45,-41.12,0.04791,0.2395,0.0227,-0.0252,12820000,-13310000,2.75,-2.5
PV_mid_57,tm,ws,tm,22.32,11930000,39.49,3314000,1.408,13.06,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.52,-39.1,0.04742,0.2371,0.02327,-0.02415,8797000,-9288000,2.5,-2.25
PV_mid_58,tm,ws,tm,22.27,10200000,40.59,3324000,1.686,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.07,-36.39,0.04662,0.2331,0.01988,-0.02674,4705000,-4844000,2.25,-2.25
PV_mid_59,tm,ws,tm,22.09,13400000,40.06,3310000,1.199,12.72,0.2028,3.911e-08,5.928e-05,6.697e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11790000,-11890000,2.75,-2.25
PV_mid_60,tm,ws,tm,22.88,13880000,34.82,3361000,1.06,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.64,-39.43,0.05057,0.2528,0.01681,-0.03376,10040000,-11630000,2.5,-2.75
PV_mid_61,tm,ws,tm,23.01,12360000,34,3362000,1.23,14.14,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.43,-36.35,0.05081,0.254,0.0138,-0.037,5270000,-5910000,2.25,-2.75
PV_mid_62,tm,ws,tm,22.54,15240000,36.13,3367000,0.9274,13.4,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.88,-41.13,0.04908,0.2454,0.01925,-0.02983,13630000,-14730000,2.75,-2.75
PV_mid_63,tm,ws,wp,22.63,12950000,36.32,3340000,1.213,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.5,-39.3,0.04913,0.2456,0.02015,-0.02898,9497000,-10460000,2.5,-2.5
PV_mid_64,tm,ws,wp,22.65,11310000,37.41,3344000,1.429,13.57,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.36,-36.26,0.04887,0.2444,0.01695,-0.03192,5014000,-5379000,2.25,-2.5
PV_mid_65,tm,ws,wp,22.34,14340000,38.15,3342000,1.049,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.45,-41.12,0.04791,0.2395,0.0227,-0.0252,12820000,-13310000,2.75,-2.5
PV_mid_66,tm,ws,wp,22.32,11930000,39.49,3314000,1.408,13.06,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.52,-39.1,0.04742,0.2371,0.02327,-0.02415,8797000,-9288000,2.5,-2.25
