Corner,cap_scs,mos_scs,res_scs,DC_Gain_dB,BW_3dB,PM,Zin_1MHz,Zout_1MHz,DC_Gain_Abs,DC_Bias_Output,In_Ref_Noise,PSRR_P,PSRR_N,HD2,HD3,Iout_p2p,Gm,Iout_Sin_Max,Iout_Sin_Min,SR_Pos,SR_Neg,VDD,VSS
PV_mid_168,wp,wp,tm,22.18,21120000,32.6,3548000,0.6262,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9413000,-14310000,2.5,-2.75
PV_mid_169,wp,wp,tm,21.54,19120000,35.51,3553000,0.713,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.32,-41.61,0.04354,0.2177,0.01055,-0.03299,5624000,-8444000,2.25,-2.75
PV_mid_170,wp,wp,tm,22.2,22930000,33.22,3548000,0.5575,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13010000,-20460000,2.75,-2.75
PV_mid_171,wp,wp,wp,21.82,19790000,34.64,3523000,0.7045,12.34,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9741000,-14170000,2.5,-2.5
PV_mid_172,wp,wp,wp,20.99,17650000,39.18,3531000,0.8124,11.21,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.78,-42.53,0.04116,0.2058,0.0135,-0.02766,5553000,-8368000,2.25,-2.5
PV_mid_173,wp,wp,wp,21.93,21650000,35.24,3519000,0.6205,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.04,0.04547,0.2274,0.02265,-0.02282,13790000,-19340000,2.75,-2.5
PV_mid_174,wp,wp,wp,21.38,18330000,38.93,3493000,0.8022,11.73,0.07457,3.763e-08,7.109e-05,7.269e-05,-37.01,-40.6,0.04259,0.213,0.02174,-0.02086,9910000,-13770000,2.5,-2.25
PV_mid_175,wp,wp,wp,20.38,15950000,42.51,3507000,0.9386,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.02,-43.64,0.03849,0.1925,0.01624,-0.02225,5437000,-8151000,2.25,-2.25
PV_mid_176,wp,wp,wp,21.61,20300000,37.17,3483000,0.6978,12.04,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14230000,-18020000,2.75,-2.25
PV_mid_177,wp,wp,wp,22.18,21120000,32.6,3548000,0.6262,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9413000,-14310000,2.5,-2.75
PV_mid_178,wp,wp,wp,21.54,19120000,35.51,3553000,0.713,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.32,-41.61,0.04354,0.2177,0.01055,-0.03299,5624000,-8444000,2.25,-2.75
PV_mid_179,wp,wp,wp,22.2,22930000,33.22,3548000,0.5575,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13010000,-20460000,2.75,-2.75
PV_mid_180,wp,wp,ws,21.82,19790000,34.64,3523000,0.7045,12.34,-0.1321,3.737e-08,6.919e-05,6.94e-05,-38.44,-40.38,0.0447,0.2235,0.01882,-0.02588,9741000,-14170000,2.5,-2.5
PV_mid_181,wp,wp,ws,20.99,17650000,39.18,3531000,0.8124,11.21,-0.3415,3.725e-08,7.59e-05,7.753e-05,-46.78,-42.53,0.04116,0.2058,0.0135,-0.02766,5553000,-8368000,2.25,-2.5
PV_mid_182,wp,wp,ws,21.93,21650000,35.24,3519000,0.6205,12.49,0.06826,3.85e-08,6.841e-05,6.785e-05,-34.52,-41.04,0.04547,0.2274,0.02265,-0.02282,13790000,-19340000,2.75,-2.5
PV_mid_183,wp,wp,ws,21.38,18330000,38.93,3493000,0.8022,11.73,0.07457,3.763e-08,7.109e-05,7.269e-05,-37.01,-40.6,0.04259,0.213,0.02174,-0.02086,9910000,-13770000,2.5,-2.25
PV_mid_184,wp,wp,ws,20.38,15950000,42.51,3507000,0.9386,10.44,-0.1304,3.803e-08,7.986e-05,8.316e-05,-44.02,-43.64,0.03849,0.1925,0.01624,-0.02225,5437000,-8151000,2.25,-2.25
PV_mid_185,wp,wp,ws,21.61,20300000,37.17,3483000,0.6978,12.04,0.2717,3.857e-08,6.951e-05,7.027e-05,-33.56,-41.04,0.04379,0.219,0.02571,-0.01808,14230000,-18020000,2.75,-2.25
PV_mid_186,wp,wp,ws,22.18,21120000,32.6,3548000,0.6262,12.85,-0.3437,3.718e-08,6.724e-05,6.678e-05,-40.08,-40.15,0.04651,0.2326,0.01566,-0.03085,9413000,-14310000,2.5,-2.75
PV_mid_187,wp,wp,ws,21.54,19120000,35.51,3553000,0.713,11.94,-0.5558,3.667e-08,7.227e-05,7.31e-05,-50.32,-41.61,0.04354,0.2177,0.01055,-0.03299,5624000,-8444000,2.25,-2.75
PV_mid_188,wp,wp,ws,22.2,22930000,33.22,3548000,0.5575,12.88,-0.1425,3.846e-08,6.708e-05,6.587e-05,-35.54,-40.93,0.04689,0.2345,0.01931,-0.02758,13010000,-20460000,2.75,-2.75
PV_mid_189,wp,ws,tm,22.63,12970000,36.45,3340000,1.213,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.51,-39.3,0.04913,0.2457,0.02015,-0.02898,9506000,-10470000,2.5,-2.5
PV_mid_190,wp,ws,tm,22.66,11330000,37.47,3344000,1.428,13.58,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.37,-36.26,0.04887,0.2444,0.01696,-0.03192,5018000,-5386000,2.25,-2.5
PV_mid_191,wp,ws,tm,22.34,14360000,38.25,3342000,1.048,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.46,-41.12,0.04791,0.2395,0.0227,-0.0252,12840000,-13330000,2.75,-2.5
PV_mid_192,wp,ws,tm,22.32,11950000,39.54,3314000,1.407,13.07,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.53,-39.1,0.04742,0.2371,0.02327,-0.02415,8806000,-9302000,2.5,-2.25
PV_mid_193,wp,ws,tm,22.27,10220000,40.68,3324000,1.685,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.08,-36.39,0.04662,0.2331,0.01988,-0.02674,4709000,-4851000,2.25,-2.25
PV_mid_194,wp,ws,tm,22.09,13420000,40.18,3310000,1.199,12.72,0.2028,3.911e-08,5.928e-05,6.696e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11810000,-11910000,2.75,-2.25
PV_mid_195,wp,ws,tm,22.88,13900000,34.92,3361000,1.059,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.64,-39.43,0.05057,0.2528,0.01681,-0.03376,10050000,-11650000,2.5,-2.75
PV_mid_196,wp,ws,tm,23.01,12380000,34.03,3362000,1.23,14.15,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.44,-36.35,0.05081,0.254,0.0138,-0.037,5273000,-5918000,2.25,-2.75
PV_mid_197,wp,ws,tm,22.55,15270000,36.2,3367000,0.9268,13.41,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.88,-41.13,0.04908,0.2454,0.01925,-0.02983,13650000,-14750000,2.75,-2.75
PV_mid_198,wp,ws,wp,22.63,12970000,36.45,3340000,1.213,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.51,-39.3,0.04913,0.2457,0.02015,-0.02898,9506000,-10470000,2.5,-2.5
PV_mid_199,wp,ws,wp,22.66,11330000,37.47,3344000,1.428,13.58,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.37,-36.26,0.04887,0.2444,0.01696,-0.03192,5018000,-5386000,2.25,-2.5
PV_mid_200,wp,ws,wp,22.34,14360000,38.25,3342000,1.048,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.46,-41.12,0.04791,0.2395,0.0227,-0.0252,12840000,-13330000,2.75,-2.5
PV_mid_201,wp,ws,wp,22.32,11950000,39.54,3314000,1.407,13.07,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.53,-39.1,0.04742,0.2371,0.02327,-0.02415,8806000,-9302000,2.5,-2.25
PV_mid_202,wp,ws,wp,22.27,10220000,40.68,3324000,1.685,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.08,-36.39,0.04662,0.2331,0.01988,-0.02674,4709000,-4851000,2.25,-2.25
PV_mid_203,wp,ws,wp,22.09,13420000,40.18,3310000,1.199,12.72,0.2028,3.911e-08,5.928e-05,6.696e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11810000,-11910000,2.75,-2.25
PV_mid_204,wp,ws,wp,22.88,13900000,34.92,3361000,1.059,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.64,-39.43,0.05057,0.2528,0.01681,-0.03376,10050000,-11650000,2.5,-2.75
PV_mid_205,wp,ws,wp,23.01,12380000,34.03,3362000,1.23,14.15,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.44,-36.35,0.05081,0.254,0.0138,-0.037,5273000,-5918000,2.25,-2.75
PV_mid_206,wp,ws,wp,22.55,15270000,36.2,3367000,0.9268,13.41,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.88,-41.13,0.04908,0.2454,0.01925,-0.02983,13650000,-14750000,2.75,-2.75
PV_mid_207,wp,ws,ws,22.63,12970000,36.45,3340000,1.213,13.54,-0.1868,3.713e-08,5.694e-05,6.391e-05,-37.51,-39.3,0.04913,0.2457,0.02015,-0.02898,9506000,-10470000,2.5,-2.5
PV_mid_208,wp,ws,ws,22.66,11330000,37.47,3344000,1.428,13.58,-0.3757,3.505e-08,5.649e-05,6.455e-05,-36.37,-36.26,0.04887,0.2444,0.01696,-0.03192,5018000,-5386000,2.25,-2.5
PV_mid_209,wp,ws,ws,22.34,14360000,38.25,3342000,1.048,13.09,-0.004022,3.917e-08,5.898e-05,6.524e-05,-35.46,-41.11,0.04791,0.2395,0.0227,-0.0252,12840000,-13330000,2.75,-2.5
PV_mid_210,wp,ws,ws,22.32,11950000,39.54,3314000,1.407,13.07,0.02353,3.71e-08,5.747e-05,6.587e-05,-35.53,-39.1,0.04742,0.2371,0.02327,-0.02415,8806000,-9302000,2.5,-2.25
PV_mid_211,wp,ws,ws,22.27,10220000,40.68,3324000,1.685,12.98,-0.1613,3.515e-08,5.771e-05,6.735e-05,-35.08,-36.39,0.04662,0.2331,0.01988,-0.02674,4709000,-4851000,2.25,-2.25
PV_mid_212,wp,ws,ws,22.09,13420000,40.18,3310000,1.199,12.72,0.2028,3.911e-08,5.928e-05,6.696e-05,-34.05,-40.97,0.04651,0.2325,0.02593,-0.02057,11810000,-11910000,2.75,-2.25
PV_mid_213,wp,ws,ws,22.88,13900000,34.92,3361000,1.059,13.93,-0.4002,3.718e-08,5.638e-05,6.231e-05,-39.64,-39.43,0.05057,0.2528,0.01681,-0.03376,10050000,-11650000,2.5,-2.75
PV_mid_214,wp,ws,ws,23.01,12380000,34.03,3362000,1.23,14.15,-0.5924,3.501e-08,5.541e-05,6.235e-05,-37.44,-36.35,0.05081,0.254,0.0138,-0.037,5273000,-5918000,2.25,-2.75
PV_mid_215,wp,ws,ws,22.55,15270000,36.2,3367000,0.9268,13.41,-0.2152,3.923e-08,5.859e-05,6.381e-05,-36.88,-41.13,0.04908,0.2454,0.01925,-0.02983,13650000,-14750000,2.75,-2.75
PV_mid_216,wp,wo,tm,21.12,13840000,43.35,3413000,1.142,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-46,-42.12,0.0415,0.2075,0.01414,-0.02736,8759000,-11540000,2.5,-2.5
PV_mid_217,wp,wo,tm,19.57,12200000,50.1,3422000,1.344,9.513,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.82,-47.89,0.03568,0.1784,0.007782,-0.0279,4608000,-6825000,2.25,-2.5
PV_mid_218,wp,wo,tm,21.69,15320000,41.98,3413000,0.9867,12.15,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.4,-41.38,0.0443,0.2215,0.01874,-0.02555,12760000,-14720000,2.75,-2.5
PV_mid_219,wp,wo,tm,20.64,12830000,47.73,3389000,1.322,10.76,-0.1105,3.914e-08,7.141e-05,8.138e-05,-43.7,-42.73,0.03943,0.1971,0.01722,-0.02221,8465000,-10710000,2.5,-2.25
PV_mid_220,wp,wo,tm,18.82,11030000,53.6,3403000,1.582,8.726,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.26,-49.96,0.03313,0.1656,0.01071,-0.02242,4411000,-6414000,2.25,-2.25
PV_mid_221,wp,wo,tm,21.37,14330000,44.42,3384000,1.127,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12260000,-13500000,2.75,-2.25
PV_mid_222,wp,wo,tm,21.51,14800000,41.2,3433000,0.9988,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.35,-41.59,0.0433,0.2165,0.01084,-0.03246,8867000,-12000000,2.5,-2.75
PV_mid_223,wp,wo,tm,20.2,13220000,46.57,3439000,1.159,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.54,-46.17,0.03802,0.1901,0.004699,-0.03332,4746000,-7118000,2.25,-2.75
PV_mid_224,wp,wo,tm,21.94,16490000,39.43,3436000,0.8739,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15480000,2.75,-2.75
PV_mid_225,wp,wo,wp,21.12,13840000,43.35,3413000,1.142,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-46,-42.12,0.0415,0.2075,0.01414,-0.02736,8759000,-11540000,2.5,-2.5
PV_mid_226,wp,wo,wp,19.57,12200000,50.1,3422000,1.344,9.513,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.82,-47.89,0.03568,0.1784,0.007782,-0.0279,4608000,-6825000,2.25,-2.5
PV_mid_227,wp,wo,wp,21.69,15320000,41.98,3413000,0.9867,12.15,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.4,-41.38,0.0443,0.2215,0.01874,-0.02555,12760000,-14720000,2.75,-2.5
PV_mid_228,wp,wo,wp,20.64,12830000,47.73,3389000,1.322,10.76,-0.1105,3.914e-08,7.141e-05,8.138e-05,-43.7,-42.73,0.03943,0.1971,0.01722,-0.02221,8465000,-10710000,2.5,-2.25
PV_mid_229,wp,wo,wp,18.82,11030000,53.6,3403000,1.582,8.726,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.26,-49.96,0.03313,0.1656,0.01071,-0.02242,4411000,-6414000,2.25,-2.25
PV_mid_230,wp,wo,wp,21.37,14330000,44.42,3384000,1.127,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12260000,-13500000,2.75,-2.25
PV_mid_231,wp,wo,wp,21.51,14800000,41.2,3433000,0.9988,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.35,-41.59,0.0433,0.2165,0.01084,-0.03246,8867000,-12000000,2.5,-2.75
PV_mid_232,wp,wo,wp,20.2,13220000,46.57,3439000,1.159,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.54,-46.17,0.03802,0.1901,0.004699,-0.03332,4746000,-7118000,2.25,-2.75
PV_mid_233,wp,wo,wp,21.94,16490000,39.43,3436000,0.8739,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15480000,2.75,-2.75
PV_mid_234,wp,wo,ws,21.12,13840000,43.35,3413000,1.142,11.37,-0.3232,3.868e-08,6.904e-05,7.729e-05,-46,-42.12,0.0415,0.2075,0.01414,-0.02736,8759000,-11540000,2.5,-2.5
PV_mid_235,wp,wo,ws,19.57,12200000,50.1,3422000,1.344,9.513,-0.5145,4.018e-08,8.228e-05,9.352e-05,-46.82,-47.89,0.03568,0.1784,0.007782,-0.0279,4608000,-6825000,2.25,-2.5
PV_mid_236,wp,wo,ws,21.69,15320000,41.98,3413000,0.9867,12.15,-0.1388,3.912e-08,6.464e-05,7.162e-05,-40.4,-41.38,0.0443,0.2215,0.01874,-0.02555,12760000,-14720000,2.75,-2.5
PV_mid_237,wp,wo,ws,20.64,12830000,47.73,3389000,1.322,10.76,-0.1105,3.914e-08,7.141e-05,8.138e-05,-43.7,-42.73,0.03943,0.1971,0.01722,-0.02221,8465000,-10710000,2.5,-2.25
PV_mid_238,wp,wo,ws,18.82,11030000,53.6,3403000,1.582,8.726,-0.2982,4.146e-08,8.75e-05,0.0001013,-47.26,-49.96,0.03313,0.1656,0.01071,-0.02242,4411000,-6414000,2.25,-2.25
PV_mid_239,wp,wo,ws,21.37,14330000,44.42,3384000,1.127,11.71,0.07116,3.924e-08,6.573e-05,7.414e-05,-38.73,-41.45,0.04269,0.2134,0.02199,-0.0207,12260000,-13500000,2.75,-2.25
PV_mid_240,wp,wo,ws,21.51,14800000,41.2,3433000,0.9988,11.89,-0.5396,3.835e-08,6.681e-05,7.403e-05,-48.35,-41.59,0.0433,0.2165,0.01084,-0.03246,8867000,-12000000,2.5,-2.75
PV_mid_241,wp,wo,ws,20.2,13220000,46.57,3439000,1.159,10.23,-0.7333,3.92e-08,7.765e-05,8.735e-05,-45.54,-46.17,0.03802,0.1901,0.004699,-0.03332,4746000,-7118000,2.25,-2.75
PV_mid_242,wp,wo,ws,21.94,16490000,39.43,3436000,0.8739,12.51,-0.3542,3.904e-08,6.345e-05,6.958e-05,-42.37,-41.22,0.04565,0.2282,0.01526,-0.03039,12840000,-15480000,2.75,-2.75
PV_mid_243,wp,wz,tm,22.62,18260000,31.21,3452000,0.747,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15170000,2.5,-2.5
PV_mid_244,wp,wz,tm,22.97,16090000,31,3458000,0.8605,14.08,-0.2077,3.485e-08,5.928e-05,6.091e-05,-36.68,-37.31,0.05047,0.2523,0.02014,-0.03032,6342000,-8539000,2.25,-2.5
PV_mid_245,wp,wz,tm,22.17,20070000,32.65,3448000,0.6586,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.2351,0.02545,-0.02156,15470000,-18450000,2.75,-2.5
PV_mid_246,wp,wz,tm,22.33,16770000,34.65,3419000,0.8512,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2366,0.02586,-0.02145,11240000,-13870000,2.5,-2.25
PV_mid_247,wp,wz,tm,22.61,14840000,33.71,3431000,0.9954,13.51,0.0009953,3.488e-08,6.03e-05,6.339e-05,-34.67,-37.15,0.04821,0.2411,0.0229,-0.02531,6102000,-7729000,2.25,-2.25
PV_mid_248,wp,wz,tm,21.88,18740000,35.17,3407000,0.7411,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15240000,-17280000,2.75,-2.25
PV_mid_249,wp,wz,tm,22.89,19580000,28.37,3478000,0.6635,13.95,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16030000,2.5,-2.75
PV_mid_250,wp,wz,tm,23.26,17610000,28.11,3480000,0.7546,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.93,-37.45,0.05239,0.262,0.01713,-0.03526,6512000,-9303000,2.25,-2.75
PV_mid_251,wp,wz,tm,22.42,21290000,31.24,3479000,0.5914,13.21,-0.008622,3.92e-08,6.447e-05,6.271e-05,-32.64,-41.15,0.04833,0.2416,0.02219,-0.02614,15240000,-19550000,2.75,-2.75
PV_mid_252,wp,wz,wp,22.62,18260000,31.21,3452000,0.747,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15170000,2.5,-2.5
PV_mid_253,wp,wz,wp,22.97,16090000,31,3458000,0.8605,14.08,-0.2077,3.485e-08,5.928e-05,6.091e-05,-36.68,-37.31,0.05047,0.2523,0.02014,-0.03032,6342000,-8539000,2.25,-2.5
PV_mid_254,wp,wz,wp,22.17,20070000,32.65,3448000,0.6586,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.2351,0.02545,-0.02156,15470000,-18450000,2.75,-2.5
PV_mid_255,wp,wz,wp,22.33,16770000,34.65,3419000,0.8512,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2366,0.02586,-0.02145,11240000,-13870000,2.5,-2.25
PV_mid_256,wp,wz,wp,22.61,14840000,33.71,3431000,0.9954,13.51,0.0009953,3.488e-08,6.03e-05,6.339e-05,-34.67,-37.15,0.04821,0.2411,0.0229,-0.02531,6102000,-7729000,2.25,-2.25
PV_mid_257,wp,wz,wp,21.88,18740000,35.17,3407000,0.7411,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15240000,-17280000,2.75,-2.25
PV_mid_258,wp,wz,wp,22.89,19580000,28.37,3478000,0.6635,13.95,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16030000,2.5,-2.75
PV_mid_259,wp,wz,wp,23.26,17610000,28.11,3480000,0.7546,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.93,-37.45,0.05239,0.262,0.01713,-0.03526,6512000,-9303000,2.25,-2.75
PV_mid_260,wp,wz,wp,22.42,21290000,31.24,3479000,0.5914,13.21,-0.008622,3.92e-08,6.447e-05,6.271e-05,-32.64,-41.15,0.04833,0.2416,0.02219,-0.02614,15240000,-19550000,2.75,-2.75
PV_mid_261,wp,wz,ws,22.62,18260000,31.21,3452000,0.747,13.52,-0.001408,3.708e-08,6.166e-05,6.198e-05,-33.53,-39.26,0.04912,0.2456,0.02296,-0.02616,11530000,-15170000,2.5,-2.5
PV_mid_262,wp,wz,ws,22.97,16090000,31,3458000,0.8605,14.08,-0.2077,3.485e-08,5.928e-05,6.091e-05,-36.68,-37.31,0.05047,0.2523,0.02014,-0.03032,6342000,-8539000,2.25,-2.5
PV_mid_263,wp,wz,ws,22.17,20070000,32.65,3448000,0.6586,12.84,0.1966,3.915e-08,6.51e-05,6.434e-05,-31.79,-41.13,0.04701,0.2351,0.02545,-0.02156,15470000,-18450000,2.75,-2.5
PV_mid_264,wp,wz,ws,22.33,16770000,34.65,3419000,0.8512,13.08,0.2023,3.705e-08,6.228e-05,6.405e-05,-32.2,-39.04,0.04731,0.2366,0.02586,-0.02145,11240000,-13870000,2.5,-2.25
PV_mid_265,wp,wz,ws,22.61,14840000,33.71,3431000,0.9954,13.51,0.0009953,3.488e-08,6.03e-05,6.339e-05,-34.67,-37.15,0.04821,0.2411,0.0229,-0.02531,6102000,-7729000,2.25,-2.25
PV_mid_266,wp,wz,ws,21.88,18740000,35.17,3407000,0.7411,12.41,0.3963,3.911e-08,6.559e-05,6.633e-05,-30.88,-40.99,0.04546,0.2273,0.02845,-0.01701,15240000,-17280000,2.75,-2.25
PV_mid_267,wp,wz,ws,22.89,19580000,28.37,3478000,0.6635,13.95,-0.2091,3.712e-08,6.095e-05,6.03e-05,-34.86,-39.38,0.05066,0.2533,0.0198,-0.03086,11560000,-16030000,2.5,-2.75
PV_mid_268,wp,wz,ws,23.26,17610000,28.11,3480000,0.7546,14.55,-0.4192,3.485e-08,5.829e-05,5.894e-05,-38.93,-37.45,0.05239,0.262,0.01713,-0.03526,6512000,-9303000,2.25,-2.75
PV_mid_269,wp,wz,ws,22.42,21290000,31.24,3479000,0.5914,13.21,-0.008622,3.92e-08,6.447e-05,6.271e-05,-32.64,-41.15,0.04833,0.2416,0.02219,-0.02614,15240000,-19550000,2.75,-2.75
PV_mid_270,ws,tm,tm,22.27,15890000,36.38,3433000,0.9051,12.98,-0.1572,3.711e-08,6.247e-05,6.625e-05,-38.38,-39.73,0.04704,0.2352,0.01957,-0.02748,10360000,-13460000,2.5,-2.5
PV_mid_271,ws,tm,tm,21.96,14230000,36.61,3437000,1.056,12.53,-0.356,3.575e-08,6.475e-05,6.995e-05,-43.42,-39.68,0.04528,0.2264,0.01535,-0.02994,5524000,-7898000,2.25,-2.5
PV_mid_272,ws,tm,tm,22.12,17980000,35.73,3433000,0.7891,12.76,0.03426,3.881e-08,6.347e-05,6.639e-05,-35.02,-41,0.04671,0.2335,0.02271,-0.02399,14480000,-16700000,2.75,-2.5
PV_mid_273,ws,tm,tm,21.93,14780000,39.09,3405000,1.042,12.49,0.05126,3.72e-08,6.354e-05,6.878e-05,-36.61,-39.7,0.04514,0.2257,0.02258,-0.02256,10020000,-12230000,2.5,-2.25
PV_mid_274,ws,tm,tm,21.44,13130000,40.39,3413000,1.235,11.81,-0.1432,3.612e-08,6.709e-05,7.399e-05,-41.15,-40.24,0.0428,0.214,0.01816,-0.02464,5297000,-7209000,2.25,-2.25
PV_mid_275,ws,tm,tm,21.85,16540000,38.98,3399000,0.8958,12.38,0.2393,3.88e-08,6.409e-05,6.843e-05,-33.86,-40.91,0.04518,0.2259,0.02586,-0.01932,13990000,-15350000,2.75,-2.25
PV_mid_276,ws,tm,tm,22.54,17360000,33.52,3456000,0.7967,13.4,-0.3695,3.707e-08,6.137e-05,6.421e-05,-40.37,-39.7,0.04866,0.2433,0.01632,-0.03235,10490000,-14290000,2.5,-2.75
PV_mid_277,ws,tm,tm,22.37,15280000,34.49,3457000,0.9165,13.14,-0.5714,3.549e-08,6.265e-05,6.679e-05,-45.45,-39.26,0.04745,0.2373,0.01231,-0.03514,5689000,-8498000,2.25,-2.75
PV_mid_278,ws,tm,tm,22.38,19250000,32.43,3460000,0.7029,13.15,-0.1763,3.883e-08,6.27e-05,6.471e-05,-36.22,-40.97,0.048,0.24,0.01932,-0.02868,14500000,-17620000,2.75,-2.75
PV_mid_279,ws,tm,wp,22.27,15890000,36.38,3433000,0.9051,12.98,-0.1572,3.711e-08,6.247e-05,6.625e-05,-38.38,-39.73,0.04704,0.2352,0.01957,-0.02748,10360000,-13460000,2.5,-2.5
PV_mid_280,ws,tm,wp,21.96,14230000,36.61,3437000,1.056,12.53,-0.356,3.575e-08,6.475e-05,6.995e-05,-43.42,-39.68,0.04528,0.2264,0.01535,-0.02994,5524000,-7898000,2.25,-2.5
PV_mid_281,ws,tm,wp,22.12,17980000,35.73,3433000,0.7891,12.76,0.03426,3.881e-08,6.347e-05,6.639e-05,-35.02,-41,0.04671,0.2335,0.02271,-0.02399,14480000,-16700000,2.75,-2.5
PV_mid_282,ws,tm,wp,21.93,14780000,39.09,3405000,1.042,12.49,0.05126,3.72e-08,6.354e-05,6.878e-05,-36.61,-39.7,0.04514,0.2257,0.02258,-0.02256,10020000,-12230000,2.5,-2.25
PV_mid_283,ws,tm,wp,21.44,13130000,40.39,3413000,1.235,11.81,-0.1432,3.612e-08,6.709e-05,7.399e-05,-41.15,-40.24,0.0428,0.214,0.01816,-0.02464,5297000,-7209000,2.25,-2.25
PV_mid_284,ws,tm,wp,21.85,16540000,38.98,3399000,0.8958,12.38,0.2393,3.88e-08,6.409e-05,6.843e-05,-33.86,-40.91,0.04518,0.2259,0.02586,-0.01932,13990000,-15350000,2.75,-2.25
PV_mid_285,ws,tm,wp,22.54,17360000,33.52,3456000,0.7967,13.4,-0.3695,3.707e-08,6.137e-05,6.421e-05,-40.37,-39.7,0.04866,0.2433,0.01632,-0.03235,10490000,-14290000,2.5,-2.75
